search URL:,https://patents.google.com/?q=silica+Needle+Mat&country=US&before=priority:20200430&after=priority:20200401&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021332591-A1,Bitumen roofing composite ,Milliken & Company,David E. Wenstrup,2020-04-23,2020-12-30,2021-10-28,,https://patents.google.com/patent/US20210332591A1/en,https://patentimages.storage.googleapis.com/04/2a/0a/2b5b04c15a4592/US20210332591A1-20211028-D00000.png
US-2021331170-A1,Terminal functionalization of target molecules for sequencing ,Quantum-Si Incorporated,"Jonathan M. Rothberg, John H. Leamon, Jonathan C. Schultz, Michele Millham, Caixia Lv, Haidong Huang, Roger Nani, Omer Ad, Brian Reed, Matthew Dyer, Robert E. Boer",2020-04-22,2021-04-21,2021-10-28,,https://patents.google.com/patent/US20210331170A1/en,https://patentimages.storage.googleapis.com/6e/f4/42/ea385d989b6b45/US20210331170A1-20211028-D00000.png
US-2021354134-A1,Sample preparation for sequencing ,Quantum-Si Incorporated,"Jonathan M. Rothberg, John H. Leamon, Jonathan C. Schultz, Michele Millham, Caixia Lv, Haidong Huang, Roger Nani, Omer Ad, Brian Reed, Matthew Dyer, Robert E. Boer",2020-04-22,2021-04-21,2021-11-18,,https://patents.google.com/patent/US20210354134A1/en,https://patentimages.storage.googleapis.com/91/a8/e9/df6cf4389abd60/US20210354134A1-20211118-D00000.png
US-2021354133-A1,Enrichment and depletion of target molecules for sequencing ,Quantum-Si Incorporated,"Jonathan M. Rothberg, John H. Leamon, Jonathan C. Schultz, Michele Millham, Caixia Lv, Haidong Huang, Roger Nani, Omer Ad, Brian Reed, Matthew Dyer, Robert E. Boer",2020-04-22,2021-04-21,2021-11-18,,https://patents.google.com/patent/US20210354133A1/en,https://patentimages.storage.googleapis.com/27/f1/f3/14025aaf89b88c/US20210354133A1-20211118-D00000.png
US-2021336250-A1,"Freestanding laminate, method for the manufacture thereof, and method of making a lead carbon battery ",Rogers Corporation,"Wei Wang, Brett Kilhenny, Mark St. Jean",2020-04-22,2021-04-14,2021-10-28,,https://patents.google.com/patent/US20210336250A1/en,https://patentimages.storage.googleapis.com/da/c6/ae/03dcab43ffd947/US20210336250A1-20211028-D00000.png
US-2021321942-A1,Systems and methods for biomonitoring and providing personalized healthcare ,Informed Data Systems Inc. D/B/A One Drop,"Ashwin Pushpala, Matthew Chapman, Ydo Wexler, Daniel R. Goldner, Jeffrey Dachis",2020-04-21,2021-04-21,2021-10-21,,https://patents.google.com/patent/US20210321942A1/en,https://patentimages.storage.googleapis.com/62/b5/7e/8b6380a2256896/US20210321942A1-20211021-D00000.png
US-2021324540-A1,Methods and systems for fabricating nanofiber materials ,"Fermi Research Alliance, Llc",Sujit Bidhar,2020-04-21,2021-04-21,2021-10-21,,https://patents.google.com/patent/US20210324540A1/en,https://patentimages.storage.googleapis.com/db/ba/f1/8af6c4d9ad5e07/US20210324540A1-20211021-D00000.png
US-2021322445-A1,Pharmaceutical compositions of niclosamide ,"Board Of Regents, The University Of Texas System","Robert O. Williams, III, Hugh D.C. Smyth, Zachary N. Warnken, Miguel Orlando Jara Gonzalez, Hyo-Jong Seo, Ashlee D. Brunaugh, Matthew Herpin",2020-04-01,2021-04-01,2021-10-21,,https://patents.google.com/patent/US20210322445A1/en,https://patentimages.storage.googleapis.com/81/e0/bd/af41bb031a443e/US20210322445A1-20211021-D00000.png
US-2021317387-A1,Cleaning compositions comprising dispersin variants ,Henkel Ag & Co. Kgaa,"Mirko Weide, Susanne Wieland, Lars Henrik Oestergaard, Annette Helle Johansen, Steffen Danielsen, Roland Alexander Pache, Johanne Moerch JENSEN, Frank Winther Rasmussen, Martin Gudmand, Kasper Damgaard TIDEMAND",2020-04-06,2021-03-29,2021-10-14,,https://patents.google.com/patent/US20210317387A1/en,
US-2021315784-A1,Structured Rheological Solid Compositions ,The Procter & Gamble Company,"Matthew Lawrence Lynch, Brandon Philip Illie, Taotao Zhu, Jamie Lynn Dria",2020-04-10,2021-04-08,2021-10-14,,https://patents.google.com/patent/US20210315784A1/en,https://patentimages.storage.googleapis.com/cc/60/4c/b076db4e2b2aab/US20210315784A1-20211014-D00000.png
US-2021315812-A1,Structured Rheological Solid Personal Care Composition ,The Procter & Gamble Company,"Matthew Lawrence Lynch, Brandon Philip Illie, Taotao Zhu, Jamie Lynn Dria, Tinlee Lin, Baltej Ludher, Greg Veintimilla, Corrie Moll",2020-04-10,2021-04-08,2021-10-14,,https://patents.google.com/patent/US20210315812A1/en,https://patentimages.storage.googleapis.com/01/d3/8d/27a9118dd2c918/US20210315812A1-20211014-D00000.png
US-2021316450-A1,Robotics for three-dimensional printing ,"3Deo, Inc.","Payman Torabi, Matthew Petros, Zhuofeng Zhang",2020-04-14,2021-02-12,2021-10-14,,https://patents.google.com/patent/US20210316450A1/en,https://patentimages.storage.googleapis.com/24/e6/63/ccaac1c9af4de0/US20210316450A1-20211014-D00000.png
US-2021313634-A1,Graphene-enabled battery fast-charging and cooling system and method of operating same ,"Global Graphene Group, Inc.","Aruna Zhamu, Yu-Sheng Su, Bor Z. Jang",2020-04-01,2020-04-01,2021-10-07,,https://patents.google.com/patent/US20210313634A1/en,https://patentimages.storage.googleapis.com/3f/ed/77/21eabac5b6d4ff/US20210313634A1-20211007-D00000.png
US-2021324129-A1,Novel flame retardant resin ,Purdue Research Foundation,"Jeffrey Paul Youngblood, Matthew Korey, John Alan Howarter, Natalie Burgos",2020-04-15,2021-02-15,2021-10-21,,https://patents.google.com/patent/US20210324129A1/en,https://patentimages.storage.googleapis.com/a1/9d/ce/5ca52272cf56a9/US20210324129A1-20211021-D00000.png
US-2021335686-A1,Interlayer of Sub-structure Having Elevations and Further Sub-structure with Filler Particles in Recesses Between the Elevations ,Infineon Technologies Ag,"Stefan Schwab, Edmund Riedl",2020-04-23,2021-04-23,2021-10-28,,https://patents.google.com/patent/US20210335686A1/en,https://patentimages.storage.googleapis.com/57/4e/9f/89c488053d7135/US20210335686A1-20211028-D00000.png
US-2021321580-A1,Chemically treated animal fiber matrix plant cultivation composition ,Kathleen Marie Dwire,Kathleen Marie Dwire,2020-04-21,2020-04-21,2021-10-21,,https://patents.google.com/patent/US20210321580A1/en,https://patentimages.storage.googleapis.com/58/64/19/7af2db882bdfe1/US20210321580A1-20211021-D00000.png
US-2021308609-A1,"Filter media including out-of-plane solid elements, methods of forming them, and uses thereof ",Hollingsworth & Vose Company,"Mark Rowlands, James M. Witsch, Wei Mu, Stephan Daus",2020-04-07,2020-04-07,2021-10-07,,https://patents.google.com/patent/US20210308609A1/en,https://patentimages.storage.googleapis.com/09/c5/b3/c15953632df651/US20210308609A1-20211007-D00000.png
US-11190677-B2,Systems and methods for registering headset system ,Novasignal Corp.,"Michael Costa, Trevor Dunlop, II Roman Flores, Matthew Hutter, Michael O'Brien, Ilyas Patanam, Mina Ranjbaran, Gerard Salinas, Fabien Scalzo, Lane Stith, Matthew Sylvester, Justin White, Jan Zwierstra",,2020-04-01,2021-11-30,2021-11-30,https://patents.google.com/patent/US11190677B2/en,https://patentimages.storage.googleapis.com/17/1f/b0/055231ff1db451/US11190677-20211130-D00000.png
US-2021322908-A1,Filters and facemasks having antimicrobial or antiviral properties ,Ascend Performance Materials Operations Llc,"Vikram Gopal, Wai-Shing Yung, Natasha DEAN, Albert Ortega",2020-04-21,2021-04-20,2021-10-21,,https://patents.google.com/patent/US20210322908A1/en,https://patentimages.storage.googleapis.com/01/ca/80/be2601067ba5ee/US20210322908A1-20211021-D00000.png
US-2021343518-A1,Multi-mode ionization apparatus and uses thereof ,"Mstm, Llc",Milan Pophristic,2020-04-01,2021-03-31,2021-11-04,,https://patents.google.com/patent/US20210343518A1/en,https://patentimages.storage.googleapis.com/e9/a6/68/daab40864dbb85/US20210343518A1-20211104-D00000.png
US-2021333131-A1,VERY LARGE SCALE INTEGRATION FOR FIBERS (VLSI-Fi) ,The Trustees Of Indiana University,"Alexander Gumennik, Mengxin ZHENG, Camila FACCINI de LIMA, Veda Narayana Koraganji",2020-04-23,2021-04-23,2021-10-28,,https://patents.google.com/patent/US20210333131A1/en,https://patentimages.storage.googleapis.com/34/b5/8d/76d8ab4a778538/US20210333131A1-20211028-D00000.png
US-2021315435-A1,Cleaning implement with a rheological solid composition ,The Procter & Gamble Company,"Matthew Lawrence Lynch, Brandon Philip Illie, Taotao Zhu, Jamie Lynn Dria, Randall Glenn Marsh",2020-04-10,2021-04-08,2021-10-14,,https://patents.google.com/patent/US20210315435A1/en,https://patentimages.storage.googleapis.com/1d/3b/6a/997495b62deebf/US20210315435A1-20211014-D00000.png
