search URL:,https://patents.google.com/?q=silica+Needle+Mat&country=US&before=priority:20180831&after=priority:20180801&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020038403-A1,"1H-PYRAZOLO[4,3-d]PYRIMIDINE COMPOUNDS AS TOLL-LIKE RECEPTOR 7 (TLR7) AGONISTS AND METHODS AND USES THEREFOR ",Bristol-Myers Squibb Company,"Yam B. POUDEL, Sanjeev Gangwar, Liqi He, Prasanna Sivaprakasam, Matthias Broekema, Matthew Cox, Christine M. Tarby, Qian Zhang",2018-08-03,2019-07-31,2020-02-06,,https://patents.google.com/patent/US20200038403A1/en,https://patentimages.storage.googleapis.com/6b/3a/00/2a2de7c3d7e100/US20200038403A1-20200206-D00000.png
US-2020052350-A1,Method of improving power density and fast-chargeability of a lithium secondary battery ,"Nanotek Instruments, Inc.","Aruna Zhamu, Bor Z. Jang",2018-08-13,2018-08-13,2020-02-13,,https://patents.google.com/patent/US20200052350A1/en,https://patentimages.storage.googleapis.com/91/05/d4/a61e0c65361a70/US20200052350A1-20200213-D00000.png
US-2020044453-A1,Utility pole with solar modules and wireless device and method of retrofitting existing utiilty pole ,Robert M. Lyden,Robert M. Lyden,2018-08-06,2018-08-06,2020-02-06,,https://patents.google.com/patent/US20200044453A1/en,https://patentimages.storage.googleapis.com/62/89/15/71332727620dae/US20200044453A1-20200206-D00000.png
US-2020056986-A1,Multifocal photoacoustic microscopy through an ergodic relay ,California Institute Of Technology,"Lihong Wang, Yang Li, Tsz Wai Wong",2018-08-14,2019-08-14,2020-02-20,,https://patents.google.com/patent/US20200056986A1/en,https://patentimages.storage.googleapis.com/79/43/79/1aa47e2c3991d8/US20200056986A1-20200220-D00000.png
US-11021480-B2,Inhibiting (α-V)(β-6) integrin ,"Morphic Therapeutic, Inc.","Bryce A. Harrison, James E. Dowling, Matthew G. Bursavich, Dawn M. Troast, Blaise S. Lippa, Bruce N. Rogers, Cheng Zhong, Qi Qiao, Fu-Yang Lin, Brian Sosa, Aleksey I. Gerasyuto, Andrea Bortolato",2018-08-29,2020-08-24,2021-06-01,2021-06-01,https://patents.google.com/patent/US11021480B2/en,https://patentimages.storage.googleapis.com/29/b9/d1/f6fc7bcd108f85/US11021480-20210601-D00001.png
US-2021155624-A1,Compound and preparation and application thereof ,Institute Of Chemical Materials Of China Academy Of Engineering And Physics,"Qinghua Zhang, Mucong Deng, Yongan Feng",2018-08-15,2019-01-28,2021-05-27,,https://patents.google.com/patent/US20210155624A1/en,https://patentimages.storage.googleapis.com/f3/d7/64/fbc9b92da870ca/US20210155624A1-20210527-D00000.png
US-2021301462-A1,Multiaxial textile resin base material and method of production thereof ,"Toray Industries, Inc.","Naoya Ouchiyama, Hiroyuki Ome, Akihiko SHIRAHASE",2018-08-07,2019-08-01,2021-09-30,,https://patents.google.com/patent/US20210301462A1/en,https://patentimages.storage.googleapis.com/cd/15/df/8534e36a92c6c9/US20210301462A1-20210930-D00000.png
US-2021115825-A1,"Pillar shaped honeycomb structure, exhaust gas purifying device, exhaust system, and method for producing honeycomb structure ","Ngk Insulators, Ltd.","Yukio Miyairi, Takehide SHIMODA, Takashi Aoki, Hirofumi Sakamoto, Masaaki Masuda, Atsuo Kondo, Yunie IZUMI, Kyohei Kato, Norihiro WAKITA",2018-08-10,2020-12-29,2021-04-22,,https://patents.google.com/patent/US20210115825A1/en,https://patentimages.storage.googleapis.com/b5/2a/26/c45571ca195bd2/US20210115825A1-20210422-D00000.png
US-2021238176-A1,Pesticidally-active bicyclic heteroaromatic compounds ,Syngenta Crop Protection Ag,"Aurelien Bigot, Jürgen Harry Schaetzer, Pierre Joseph Marcel Jung, André Stoller, Julien Daniel Henri Gagnepain, Roger Graham Hall, Stefano RENDINE, Nicola COMPAGNONE",2018-08-07,2019-07-31,2021-08-05,,https://patents.google.com/patent/US20210238176A1/en,
US-10734671-B2,High-power and fast-chargeable lithium battery ,"Global Graphene Group, Inc.","Aruna Zhamu, Bor Z. Jang",2018-08-13,2018-08-13,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734671B2/en,https://patentimages.storage.googleapis.com/eb/cd/40/974c3b928d4ef6/US10734671-20200804-D00000.png
US-2020039367-A1,Electric or hydrid vehicle with wireless device and method of supplying electromagnetic energy to vehicle ,Robert M. Lyden,Robert M. Lyden,2018-08-06,2018-08-06,2020-02-06,,https://patents.google.com/patent/US20200039367A1/en,https://patentimages.storage.googleapis.com/51/a7/58/af3041402dd074/US20200039367A1-20200206-D00000.png
US-2020038283-A1,Soft-Tissue Treatment With Negative Pressure ,"Kci Licensing, Inc.","Colin John Hall, Benjamin Andrew Pratt, Richard Marvin Kazala, JR., Shervin JAHANIAN, Larry Tab Randolph, Jonathan G. Rehbein, Tyler H. Simmons",2018-08-01,2019-07-30,2020-02-06,,https://patents.google.com/patent/US20200038283A1/en,https://patentimages.storage.googleapis.com/b4/6b/02/af4049a7d079d5/US20200038283A1-20200206-D00000.png
US-2020055836-A1,Methods and compositions relating to genotoxin colibactin ,President And Fellows Of Harvard College,"Matthew R. Volpe, Emily Patricia Balskus, Matthew Ryan Wilson",2018-08-17,2019-08-16,2020-02-20,,https://patents.google.com/patent/US20200055836A1/en,https://patentimages.storage.googleapis.com/b5/6d/6a/e65cb42190cb3a/US20200055836A1-20200220-D00000.png
US-2021171453-A1,Thermoreversible bituminous composition ,"Total Marketing Services, Sorbonne Universite","Manuel Merce, Laurent Bouteiller, Sandrine PENSEC, Thomas Coustham",2018-08-22,2019-08-19,2021-06-10,,https://patents.google.com/patent/US20210171453A1/en,https://patentimages.storage.googleapis.com/80/82/0f/d7e47055509e67/US20210171453A1-20210610-D00001.png
US-2020060545-A1,Round-the-clock monitoring of an animal's health status ,"VetMeasure, Inc.","Kevin Daniel Maher, Joel Adrian Moritz, Jr., Dennis Matthew Schultz, Ian Adkins Huber, Thomas Grant Morrison",2018-08-24,2019-08-24,2020-02-27,,https://patents.google.com/patent/US20200060545A1/en,https://patentimages.storage.googleapis.com/32/80/a7/0d4cc51edf6d25/US20200060545A1-20200227-D00000.png
US-2020054976-A1,Devices and methods for water filtration ,"Nanofiber Solutions, Llc","Jed Johnson, Tyler Matthew GROEHL, Bridget WALSH",2018-08-20,2019-08-20,2020-02-20,,https://patents.google.com/patent/US20200054976A1/en,https://patentimages.storage.googleapis.com/95/9b/07/f3d17f244a6591/US20200054976A1-20200220-D00000.png
US-2021345610-A1,"Composition comprising an iodide and a derivative of hyaluronic acid with an oxidative effect, method of preparation thereof and use thereof ",Contipro A.S.,"Radovan Buffa, Vit Svozil, Katerina KNOTKOVA, Veronika STEPANKOVA, Jaromir Kulhanek, Josef Chmelar, Lucie Marholdova, Ivana Basarabova, Michaela Moravkova, Helena Krejci, Kristyna Lipenska, Jaroslav Novotny, Stanislav Pepeliaev, Lubos Sobotka, Vladimir Velebny",2018-08-23,2019-08-17,2021-11-11,,https://patents.google.com/patent/US20210345610A1/en,https://patentimages.storage.googleapis.com/74/43/6e/1ca9494d497afa/US20210345610A1-20211111-D00000.png
US-10465586-B2,Inorganic fibre mats ,Thermal Ceramics Uk Limited,"Gary Jubb, Farid Modarresifar",2018-08-17,2019-04-18,2019-11-05,2019-11-05,https://patents.google.com/patent/US10465586B2/en,https://patentimages.storage.googleapis.com/b9/58/f9/03cabd0012b0b9/US10465586-20191105-D00000.png
US-10695961-B2,Method for modifying the wettability of surfaces ,"Ultra Small Fibers, LLC",William Hudson Hofmeister,2018-08-01,2019-07-30,2020-06-30,2020-06-30,https://patents.google.com/patent/US10695961B2/en,https://patentimages.storage.googleapis.com/1f/27/9a/28e7b888efa6a2/US10695961-20200630-D00000.png
US-2020054870-A1,Integrated Fiber Microneedle Device for Drug and Vaccine Delivery ,"Rachel Creighton, Kim Woodrow","Rachel Creighton, Kim Woodrow",2018-08-20,2019-08-20,2020-02-20,,https://patents.google.com/patent/US20200054870A1/en,https://patentimages.storage.googleapis.com/01/18/2a/b80a918a89c899/US20200054870A1-20200220-D00000.png
US-2021283863-A1,"Architecture-, Geometry-, and Microstructure-Controlled Processing of Carbon Fibers and Nanofibers via Pyrolysis of Multicomponent Hot-Drawn Precursors ",The Texas A&M University System,"Mohammad Naraghi, James G. Boyd, IV, Jizhe Cai, Yijun Chen, John Michael Beckerdite",2018-08-03,2019-08-01,2021-09-16,,https://patents.google.com/patent/US20210283863A1/en,https://patentimages.storage.googleapis.com/74/c4/ee/d333f488ea5260/US20210283863A1-20210916-D00000.png
US-2021245469-A1,Laminate sound-absorbing material ,"Jnc Corporation, Jnc Fibers Corporation","Takayuki Hattori, Hidemi Ito",2018-08-02,2019-07-24,2021-08-12,,https://patents.google.com/patent/US20210245469A1/en,https://patentimages.storage.googleapis.com/f8/ed/54/f399a4b78d4e13/US20210245469A1-20210812-D00000.png
US-2021292450-A1,"Composition, crosslinked rubber molded article and fluorine-containing polymer ","Daikin Industries, Ltd.","Takahiro Furutani, Rina TAMAI, Eisaku SUMINO, Yusuke KAMIYA, Junpei Terada, Masaki Irie",2018-08-10,2019-07-22,2021-09-23,,https://patents.google.com/patent/US20210292450A1/en,
