search URL:,https://patents.google.com/?q=silica+Needle+Mat&country=US&before=priority:20181130&after=priority:20181101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11142525-B2,Azalactam compounds as HPK1 inhibitors ,Pfizer Inc.,"Rebecca Anne Gallego, Sajiv Krishnan Nair, Robert Steven Kania, Omar Khaled Ahmad, Ted William Johnson, Jamison Bryce Tuttle, Mehran JALAIE, Michele Ann McTigue, Dahui Zhou, Matthew L. Del Bel, Ru Zhou, Mingying He, Anne-Marie Dechert Schmitt",2018-11-15,2019-11-11,2021-10-12,2021-10-12,https://patents.google.com/patent/US11142525B2/en,
US-2021315212-A1,Biofilm compositions with improved stability for nitrogen fixing microbial products ,"Pivot Bio, Inc.","Farzaneh Rezaei, Shayin GOTTLIEB",2018-11-01,2019-11-01,2021-10-14,,https://patents.google.com/patent/US20210315212A1/en,https://patentimages.storage.googleapis.com/cf/14/74/4b4e7eef3b60f5/US20210315212A1-20211014-D00000.png
US-2020139101-A1,Syringe with antimicrobial properties ,"Pursuit Vascular, Inc.","Robert J. Ziebol, Matthew David Beilke",2018-11-07,2019-09-03,2020-05-07,,https://patents.google.com/patent/US20200139101A1/en,https://patentimages.storage.googleapis.com/7d/63/a9/888079d7082490/US20200139101A1-20200507-D00000.png
US-2020139103-A1,Needleless connector with antimicrobial properties ,"Pursuit Vascular, Inc.","Robert J. Ziebol, Matthew David Beilke",2018-11-07,2019-06-20,2020-05-07,,https://patents.google.com/patent/US20200139103A1/en,https://patentimages.storage.googleapis.com/70/fc/40/360f902022e3dd/US20200139103A1-20200507-D00001.png
US-2021268246-A1,"Device, systems, and methods of applying a treatment solution to a treatment site ","Octet Medical, Inc.",Clifford A. Wright,2018-11-19,2019-11-18,2021-09-02,,https://patents.google.com/patent/US20210268246A1/en,https://patentimages.storage.googleapis.com/26/43/0f/7ad7d6d66ed2ed/US20210268246A1-20210902-D00000.png
US-2021355606-A1,Efficient production of nanofiber structures ,Emd Millipore Corporation,"Onur Y. Kas, Thang Nguyen, Nitin Satav, Martin Cuddy",2018-11-01,2019-10-31,2021-11-18,,https://patents.google.com/patent/US20210355606A1/en,https://patentimages.storage.googleapis.com/1f/53/dc/d72dabad2d7678/US20210355606A1-20211118-D00000.png
US-2020165165-A1,Gypsum Board and Gypsum Slurry Formed Using a Phosphorus Containing Compound ,"National Gypsum Properties, Llc","R. G. Iyer, Eli Stav, Ma-ikay Miatudila, Joseph J. Bailey",2018-11-28,2019-11-25,2020-05-28,,https://patents.google.com/patent/US20200165165A1/en,
US-2021269793-A1,Methods for generating circular nucleic acid molecules ,"Element Biosciences, Inc.","Matthew Kellinger, Sinan ARSLAN, Michael Previte, Junhua Zhao",2018-11-15,2021-05-13,2021-09-02,,https://patents.google.com/patent/US20210269793A1/en,https://patentimages.storage.googleapis.com/a5/02/c5/748d13fbdb892a/US20210269793A1-20210902-D00001.png
US-2021356462-A1,Multiplex assay ,Essenlix Corporation,"Stephen Chou, Wei Ding, Ji Li",2018-11-20,2019-11-20,2021-11-18,,https://patents.google.com/patent/US20210356462A1/en,https://patentimages.storage.googleapis.com/c1/5d/5f/a6489959201cf7/US20210356462A1-20211118-D00000.png
US-2021283554-A1,Durable biofouling protection ,"Biofouling Technologies, Inc.","Brian McMurray, Cliff Sharpe, Mike Termini, Emily Ralston, Abraham Stephens, Ed Dormier, Lindsey Calcutt, Joseph Basista",2018-11-01,2021-04-30,2021-09-16,,https://patents.google.com/patent/US20210283554A1/en,https://patentimages.storage.googleapis.com/37/7a/9d/d22fd3683535df/US20210283554A1-20210916-D00000.png
US-2021331444-A1,Flame-resistant nonwoven fiber assembly ,3M Innovative Properties Company,"Pingfan Wu, Tien T. Wu",2018-11-14,2019-11-13,2021-10-28,,https://patents.google.com/patent/US20210331444A1/en,https://patentimages.storage.googleapis.com/fb/53/a6/248e09839c6434/US20210331444A1-20211028-D00000.png
US-2020243834-A1,Solid-state energy storage devices and methods of making the same ,"Alliance For Sustainable Energy, Llc, The Regents Of The University Of Colorado, A Body Corporate","Chunmei Ban, Simon Elnicki Hafner, Se-Hee Lee",2018-11-13,2019-11-13,2020-07-30,,https://patents.google.com/patent/US20200243834A1/en,https://patentimages.storage.googleapis.com/1f/02/42/a2458bb7da2ee5/US20200243834A1-20200730-D00000.png
US-2020155845-A1,Vfa delivery systems and methods ,"Medtronic, Inc.","Matthew D. Bonner, Andrea J. Asleson, Jean M. Carver, Kathryn Hilpisch",2018-11-17,2019-11-14,2020-05-21,,https://patents.google.com/patent/US20200155845A1/en,https://patentimages.storage.googleapis.com/cf/7d/08/3e725a734a35b5/US20200155845A1-20200521-D00000.png
US-2020156991-A1,Glass articles having damage-resistant coatings and methods for coating glass articles ,Corning Incorporated,"Eric Lewis Allington, Matthew Lee Black, Steven Edward DeMartino, Jody Paul Markley, Charles Andrew Paulson, Jamie Todd Westbrook",2018-11-20,2019-10-21,2020-05-21,,https://patents.google.com/patent/US20200156991A1/en,https://patentimages.storage.googleapis.com/d9/b8/38/f0f12eb67dec53/US20200156991A1-20200521-D00000.png
US-2021275557-A1,Modified aminoglycoside compounds and uses thereof in disabling bacterial ribosome ,Technion Research & Development Foundation Limited,"Timor Baasov, Boris SMOLKIN, Alina KHONONOV, Michal SHAVIT KISHKOBER, Valery Belakhov",2018-11-22,2021-05-20,2021-09-09,,https://patents.google.com/patent/US20210275557A1/en,https://patentimages.storage.googleapis.com/76/52/92/20e67764001c29/US20210275557A1-20210909-D00000.png
US-11011629-B2,Power semiconductor switch with improved controllability ,Infineon Technologies Dresden GmbH & Co. KG,"Markus Beninger-Bina, Matteo Dainese, Ingo Dirnstorfer, Erich Griebl, Caspar Leendertz, Christian Philipp Sandow",2018-11-28,2019-11-26,2021-05-18,2021-05-18,https://patents.google.com/patent/US11011629B2/en,https://patentimages.storage.googleapis.com/81/57/f4/7de8f43e62fd77/US11011629-20210518-D00000.png
US-2020140327-A1,Strengthened glass articles with reduced delayed breakage and methods of making the same ,Corning Incorporated,"Rebecca Vernon Higginbottom, Weirong Jiang, Sean Thomas Miller",2018-11-01,2019-10-11,2020-05-07,,https://patents.google.com/patent/US20200140327A1/en,https://patentimages.storage.googleapis.com/6e/e6/d1/3505d7abb3f646/US20200140327A1-20200507-D00000.png
US-2020153089-A1,Electrochemically controlled capillarity to dynamically connect portions of an electrical circuit ,International Business Machines Corporation,"Samuel Connor, Joseph Kuczynski, Matthew Doyle, Stuart B. Benefield",2018-11-09,2018-11-09,2020-05-14,,https://patents.google.com/patent/US20200153089A1/en,https://patentimages.storage.googleapis.com/f2/60/8b/ac46180fbe74b7/US20200153089A1-20200514-D00000.png
US-2021251677-A1,Devices and methods for treating the prostate ,"Theranova, Llc","Daniel R. BURNETT, Matthew Silvestrini, Romain Roux, Michael JAASMA",2018-11-01,2021-04-26,2021-08-19,,https://patents.google.com/patent/US20210251677A1/en,https://patentimages.storage.googleapis.com/c0/01/f6/17eaf1de3ee8b3/US20210251677A1-20210819-D00000.png
US-2020142309-A1,Aromatic underlayer ,Rohm And Haas Electronic Materials Llc,"Sheng Liu, James F. Cameron, Shintaro Yamada, Iou-Sheng Ke, Keren Zhang, Daniel Greene, Paul J. LaBeaume, Li CUI, Suzanne M. Coley",2018-11-02,2019-10-10,2020-05-07,,https://patents.google.com/patent/US20200142309A1/en,
