search URL:,https://patents.google.com/?q=electronic+battery&country=US&before=priority:20190930&after=priority:20190701&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021020893-A1,Battery and electronic device including same ,"Samsung Electronics Co., Ltd.","Yongsub Jeon, KiYoun Jang, Youngho Seo, Jongmoon Yoon, Jaeyeon LEE",2019-07-16,2020-07-14,2021-01-21,,https://patents.google.com/patent/US20210020893A1/en,https://patentimages.storage.googleapis.com/46/a7/20/a08306887a7ef6/US20210020893A1-20210121-D00000.png
US-2021013540-A1,High-energy-density secondary lithium-ion battery ,"National Engineering Research Center of Advanced Energy Storage Materials (Shenzhen) Co., Ltd","Hongbing Liu, Faping Zhong, Xiaofeng Chen, Pengfei Chen, Yinglin GONG, Shunhua HU",2019-07-10,2020-01-14,2021-01-14,,https://patents.google.com/patent/US20210013540A1/en,https://patentimages.storage.googleapis.com/77/af/d2/dab781dddda2bb/US20210013540A1-20210114-D00000.png
US-2021081000-A1,Dual board-to-board connector battery management circuit module utilizing a switch-back service loop ,Apple Inc.,"Depeng Wang, Andrew U. LEOPOLD, Gregory N. Stevens, Jonathan C. Wilson, James B. Smith",2019-09-13,2020-09-11,2021-03-18,,https://patents.google.com/patent/US20210081000A1/en,https://patentimages.storage.googleapis.com/3c/0f/8e/26838bff286175/US20210081000A1-20210318-D00000.png
US-2021028509-A1,Battery fast-charging system and method of operating same ,"Nanotek Instruments, Inc.","Yu-Sheng Su, Yu-Ming Chen, Hao-Hsun Chang, Bor Z. Jang",2019-07-23,2019-07-23,2021-01-28,,https://patents.google.com/patent/US20210028509A1/en,https://patentimages.storage.googleapis.com/a7/df/0e/239f5bb719003c/US20210028509A1-20210128-D00000.png
US-11158887-B2,Large-capacity secondary battery ,"National Engineering Research Center of Advanced Energy Storage Materials (Shenzhen) Co., Ltd","Hongbing Liu, Faping Zhong, Pengfei Chen, Xiaofeng Chen, Yinglin GONG, Shunhua HU",2019-07-10,2020-01-14,2021-10-26,2021-10-26,https://patents.google.com/patent/US11158887B2/en,https://patentimages.storage.googleapis.com/d2/a8/ff/818d4b78364c14/US11158887-20211026-D00000.png
US-2021020912-A1,Lithium alloy-based electrodes for electrochemical cells and methods for making the same ,GM Global Technology Operations LLC,"Xingcheng Xiao, Jin Liu, Mei Cai, Meinan HE, Hongliang Wang",2019-07-17,2019-07-17,2021-01-21,,https://patents.google.com/patent/US20210020912A1/en,https://patentimages.storage.googleapis.com/75/ea/29/654afcc612fed7/US20210020912A1-20210121-D00000.png
US-2021066704-A1,Methods of pre-lithiating electrodes ,GM Global Technology Operations LLC,"Mark W. Verbrugge, Xingcheng Xiao, Jiagang Xu",2019-09-03,2019-09-03,2021-03-04,,https://patents.google.com/patent/US20210066704A1/en,https://patentimages.storage.googleapis.com/32/e7/d7/046c3bc09d9d54/US20210066704A1-20210304-D00000.png
US-2021072322-A1,On-board time-independent battery usage data storage ,Fca Us Llc,"Sandeep Makam, Abdullah-al Mamun, Konstantinos Siokos, Lurun Zhong",2019-09-05,2019-09-05,2021-03-11,,https://patents.google.com/patent/US20210072322A1/en,https://patentimages.storage.googleapis.com/23/fe/92/20722bb03d1c82/US20210072322A1-20210311-D00000.png
US-2021036385-A1,Electrode with enhanced state of charge estimation ,GM Global Technology Operations LLC,"Yong Lu, Dewen Kong, Mengyan Hou, Zhe Li, Haijing Liu",2019-07-29,2019-10-10,2021-02-04,,https://patents.google.com/patent/US20210036385A1/en,https://patentimages.storage.googleapis.com/09/3b/db/9b974f98240dd1/US20210036385A1-20210204-D00000.png
US-2021091370-A1,"Electrode group, nonaqueous electrolyte secondary battery, battery pack, and vehicle ",Kabushiki Kaisha Toshiba,"Arisa Yamada, Yasunobu YAMASHITA, Shinsuke Matsuno",2019-09-19,2020-02-28,2021-03-25,,https://patents.google.com/patent/US20210091370A1/en,https://patentimages.storage.googleapis.com/1b/75/ef/4135e46cd3f096/US20210091370A1-20210325-D00000.png
