search URL:,https://patents.google.com/?q=electronic+battery&country=US&before=priority:20190630&after=priority:20190401&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020411911-A1,Electronic device and battery module ,"Lenovo (Beijing) Co., Ltd.",Tingting Wang,2019-06-28,2020-06-26,2020-12-31,,https://patents.google.com/patent/US20200411911A1/en,https://patentimages.storage.googleapis.com/9a/bc/e3/16c7c334ed2110/US20200411911A1-20201231-D00000.png
US-2020411840-A1,Lithium primary battery ,"Li-Fun Technology Co., Ltd.","Xiongwen XU, Jian Tu",2019-06-27,2019-10-11,2020-12-31,,https://patents.google.com/patent/US20200411840A1/en,https://patentimages.storage.googleapis.com/a8/ce/7b/e6f11738fd283f/US20200411840A1-20201231-D00000.png
US-2020365871-A1,Electronic circuits with directly integrated electrochemical cells ,"Imprint Energy, Inc.","Jesse Smithyman, Konstantin Tikhonov, Christine Ho, Alexander Gurr",2019-05-17,2020-05-15,2020-11-19,,https://patents.google.com/patent/US20200365871A1/en,https://patentimages.storage.googleapis.com/f3/f2/29/b0836721384985/US20200365871A1-20201119-D00000.png
US-2021234192-A1,All-Solid-State Lithium Battery and Preparation Method Thereof ,University Of Shanghai For Science And Technology,"Shiyou Zheng, Yuepeng Pang, Xinxin Shi, Xitong Wang, Yufang Wang, Zhengfang Nie",2019-04-24,2020-03-13,2021-07-29,,https://patents.google.com/patent/US20210234192A1/en,https://patentimages.storage.googleapis.com/09/05/51/e0d8d6afe72d9a/US20210234192A1-20210729-D00000.png
US-2020343604-A1,Battery Module ,"Sk Innovation Co., Ltd.","Seok Hwan Lee, Seok Min Kim, Hae Ryong Jeon, Seung Hoon JU, Ha Neul Choi",2019-04-26,2020-04-24,2020-10-29,,https://patents.google.com/patent/US20200343604A1/en,https://patentimages.storage.googleapis.com/de/8b/ae/9be7dbdecf48c9/US20200343604A1-20201029-D00000.png
US-2021151771-A1,"Negative current collector, negative electrode plate, electrochemical device, and apparatus ",Contemporary Amperex Technology Co. Limited,"Chengdu Liang, Xin Liu, Qisen HUANG",2019-04-28,2020-12-20,2021-05-20,,https://patents.google.com/patent/US20210151771A1/en,https://patentimages.storage.googleapis.com/79/2a/a5/288c170c7b4497/US20210151771A1-20210520-D00000.png
US-2021143440-A1,Lithium-ion secondary battery ,"Contemporary Amperex Technology Co., Limited","Xin Liu, Qisen HUANG, Shiwen Wang, Xianghui Liu, Jia Peng, Mingling Li, Changliang SHENG",2019-05-31,2020-12-16,2021-05-13,,https://patents.google.com/patent/US20210143440A1/en,https://patentimages.storage.googleapis.com/e1/e2/88/facf24188836b4/US20210143440A1-20210513-D00000.png
US-2020335819-A1,Polymer and molten ion conductive salt and silicon interface for decreased interfacial resistance ,International Business Machines Corporation,"John Collins, Ali Afzali-Ardakani, Teodor K. Todorov, Joel P. de Souza, Devendra K. Sadana",2019-04-19,2019-04-19,2020-10-22,,https://patents.google.com/patent/US20200335819A1/en,https://patentimages.storage.googleapis.com/bc/75/f1/24506940ae1f02/US20200335819A1-20201022-D00000.png
US-10722778-B1,Self-balancing vehicle with structural support and lobed battery ,Bowen Li,Bowen Li,2019-05-01,2019-08-20,2020-07-28,2020-07-28,https://patents.google.com/patent/US10722778B1/en,https://patentimages.storage.googleapis.com/62/1b/e2/453f4b927d04bf/US10722778-20200728-D00000.png
US-11131967-B2,Clock faces for an electronic device ,Apple Inc.,"Aurelio GUZMAN, Kevin Will Chen, Wan Si Wan, Christopher Wilson, John George SLAGLE, JR., Alan C. Dye",2019-05-06,2019-09-25,2021-09-28,2021-09-28,https://patents.google.com/patent/US11131967B2/en,https://patentimages.storage.googleapis.com/6d/1c/a5/641a69db1af18c/US11131967-20210928-D00000.png
US-2020326754-A1,Foldable electronic device including sliding structure and method for controlling the same ,"Samsung Electronics Co., Ltd.","Minsoo Kim, Bongsub Kim, Taewon Kim, Sangmin Lee, Jongheon LEE, Jiwoo Lee",2019-04-15,2020-04-14,2020-10-15,,https://patents.google.com/patent/US20200326754A1/en,https://patentimages.storage.googleapis.com/b3/ef/d2/b10544291568c6/US20200326754A1-20201015-D00000.png
US-2020405290-A1,Battery pack including a circuit interrupter ,Ethicon Llc,"Frederick E. Shelton, IV, Gregory J. Bakos, Jason L. Harris",2019-06-28,2019-06-28,2020-12-31,,https://patents.google.com/patent/US20200405290A1/en,https://patentimages.storage.googleapis.com/8a/36/62/7c88226f4f482e/US20200405290A1-20201231-D00000.png
US-2020405292-A1,Surgical instrument including a battery unit ,Ethicon Llc,"Frederick E. Shelton, IV, Shane R. Adams, Jason L. Harris",2019-06-28,2019-06-28,2020-12-31,,https://patents.google.com/patent/US20200405292A1/en,https://patentimages.storage.googleapis.com/93/1a/78/8c3707a1892266/US20200405292A1-20201231-D00000.png
US-2020405313-A1,Surgical instrument with battery compatibility verification functionality ,Ethicon Llc,"Frederick E. Shelton, IV",2019-06-28,2019-06-30,2020-12-31,,https://patents.google.com/patent/US20200405313A1/en,https://patentimages.storage.googleapis.com/04/6a/10/d31924659f2185/US20200405313A1-20201231-D00000.png
US-11134329-B2,Wireless earbud ,"Amazon Technologies, Inc.","Jordan Pine, Josue Jean Rodriguez, Aashish NATARAJA, Amita Pawar, Giovanni Mata Magana",2019-06-27,2020-09-25,2021-09-28,2021-09-28,https://patents.google.com/patent/US11134329B2/en,https://patentimages.storage.googleapis.com/9d/15/86/77dd871bdb6caa/US11134329-20210928-D00000.png
US-10674072-B1,User interfaces for capturing and managing visual media ,Apple Inc.,"Behkish J. Manzari, Lukas Robert Tom GIRLING, Grant PAUL, William A. Sorrentino, III, Andre SOUZA DOS SANTOS",2019-05-06,2019-09-25,2020-06-02,2020-06-02,https://patents.google.com/patent/US10674072B1/en,https://patentimages.storage.googleapis.com/c4/c6/ce/d8b3efa4fcd705/US10674072-20200602-D00000.png
US-2020380389-A1,Sentiment and intent analysis for customizing suggestions using user-specific information ,Apple Inc.,"Ahmed ELDEEB, Markus BERGET, Radhika BHARGAVA, Li Deng, Sofiane Toudji",2019-05-31,2019-08-28,2020-12-03,,https://patents.google.com/patent/US20200380389A1/en,https://patentimages.storage.googleapis.com/0d/22/5c/101e24d57095ce/US20200380389A1-20201203-D00000.png
