search URL:,https://patents.google.com/?q=electronic+battery&country=US&before=priority:20200930&after=priority:20200701&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11046205-B1,Electric vehicle charge determination ,Samsara Inc.,"Alexander Thomas Govan, Alvin Wu, Benjamin Chang, Jennifer Zhang, Katherine Lee",2020-07-21,2020-10-22,2021-06-29,2021-06-29,https://patents.google.com/patent/US11046205B1/en,https://patentimages.storage.googleapis.com/4f/ac/c8/9a3babb49aa0bb/US11046205-20210629-D00000.png
US-11043191-B1,Electronic device including display and method for compensating for display burn-in ,"Samsung Electronics Co., Ltd.","Jooyoung KANG, Myunghoon KWAK, Hanyuool KIM, Jungchul An, Kwangtai KIM, Donghyun Yeom",2020-07-31,2021-01-29,2021-06-22,2021-06-22,https://patents.google.com/patent/US11043191B1/en,https://patentimages.storage.googleapis.com/3b/da/51/a9725ecc112013/US11043191-20210622-D00000.png
US-2021007023-A1,Context aware handovers ,Intel Corporation,"Ashwin Umapathy, Akshaya Ravishankar, Sanket Vinod Shingte",2020-09-17,2020-09-17,2021-01-07,,https://patents.google.com/patent/US20210007023A1/en,https://patentimages.storage.googleapis.com/98/a9/5d/e92bc5551f0f12/US20210007023A1-20210107-D00000.png
US-2021014114-A1,"Methods, apparatus, and articles of manufacture for workload placement in an edge environment ",Intel Corporation,"Kshitij Arun Doshi, Ned M. Smith, Francesc Guim Bernat",2020-09-25,2020-09-25,2021-01-14,,https://patents.google.com/patent/US20210014114A1/en,https://patentimages.storage.googleapis.com/7a/aa/05/3ea8a9218d222e/US20210014114A1-20210114-D00000.png
US-2021021484-A1,Methods and apparatus to schedule workloads based on secure edge to device telemetry ,Intel Corporation,"Kapil Sood, Timothy Verrall, Ned M. Smith, Tarun Viswanathan, Kshitij Doshi, Francesc Guim Bernat, John J. Browne, Katalin Bartfai-Walcott, Maryam Tahhan, Eoin Walsh, Damien Power",2020-09-25,2020-09-25,2021-01-21,,https://patents.google.com/patent/US20210021484A1/en,https://patentimages.storage.googleapis.com/cd/d4/3e/2a2c3edfc61c60/US20210021484A1-20210121-D00000.png
US-11159093-B1,Multilevel inverter with reduced number of components ,King Abdulaziz University,"Hussain BASSI, Muhyaddin Rawa",2020-09-03,2021-04-16,2021-10-26,2021-10-26,https://patents.google.com/patent/US11159093B1/en,https://patentimages.storage.googleapis.com/7a/d7/59/326eff20144742/US11159093-20211026-D00000.png
US-10965221-B1,Switched capacitor based boost inverter topology with a higher number of levels and higher voltage gain ,King Abdulaziz University,"Hussain BASSI, Muhyaddin Rawa, Saad Mekhilef, Marif Daula Siddique, Noraisyah Binti Mohamed Shah",2020-09-01,2020-09-01,2021-03-30,2021-03-30,https://patents.google.com/patent/US10965221B1/en,https://patentimages.storage.googleapis.com/98/d1/6b/9d81ace122a8cf/US10965221-20210330-D00000.png
US-2020364539-A1,Method of and system for evaluating consumption of visual information displayed to a user by analyzing user's eye tracking and bioresponse data ,"Oken Technologies, Inc.","Victor Nikolaevich ANISIMOV, Konstantin Leonidovich CHERNOZATONSKIY, Maxim Kirillovich RAYKHRUD, Arsen REVAZOV",2020-07-28,2020-07-28,2020-11-19,,https://patents.google.com/patent/US20200364539A1/en,https://patentimages.storage.googleapis.com/fa/ec/dd/52b8edd53a381d/US20200364539A1-20201119-D00000.png
US-10854395-B1,Asymmetric supercapacitor with hierarchical electrodes ,United Arab Emirates University,"Ihab M. Obaidat, Hee-Je Kim, Chandu V. V. Muralee Gopi, Sambasivam Sangaraju",2020-07-12,2020-07-12,2020-12-01,2020-12-01,https://patents.google.com/patent/US10854395B1/en,https://patentimages.storage.googleapis.com/c6/72/60/4158ca7c210792/US10854395-20201201-D00000.png
US-11163321-B1,"Obstacle-avoiding spraying method and device for plant protection unmanned aerial vehicle, computer device and storage medium ",Guangdong Polytechnic Normal University,"Yu Tang, Huasheng HUANG, Shaoming LUO, Qiwei Guo, Xincai Zhuang, Jiahao Li, Jiepeng Yang, Chaojun HOU, Jiajun ZHUANG, Aimin Miao, Xuan Chu",2020-07-06,2021-03-03,2021-11-02,2021-11-02,https://patents.google.com/patent/US11163321B1/en,https://patentimages.storage.googleapis.com/55/b9/75/de5ae0945bb449/US11163321-20211102-D00000.png
