search URL:,https://patents.google.com/?q=polyamide&country=US&before=priority:20180131&after=priority:20180101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020157283-A1,Polyamide-imide resin film ,"Lg Chem, Ltd.","Yunah YU, Hyungsam Choi, Byungguk Kim, Youngsik EOM, Sungyeol CHOI, Sanggon KIM, Duk Hun JANG",2018-01-11,2018-12-07,2020-05-21,,https://patents.google.com/patent/US20200157283A1/en,
US-2019225749-A1,Polyamide resin composition with reduced radiation noise ,"Hyundai Motor Company, Kia Motors Corporation","Hyun-Jun Kim, Byung-Hyun Lee",2018-01-25,2018-12-04,2019-07-25,,https://patents.google.com/patent/US20190225749A1/en,https://patentimages.storage.googleapis.com/9b/64/86/580db45089c66e/US20190225749A1-20190725-D00000.png
US-2020131315-A1,Polyamide-imide resin film ,"Lg Chem, Ltd.","Byungguk Kim, Youngsik EOM, Sanggon KIM, Yunah YU, Hyungsam Choi",2018-01-09,2018-12-07,2020-04-30,,https://patents.google.com/patent/US20200131315A1/en,
US-10385477-B2,Method for preparing nylon yarns ,"Flourish Innovative Textile Co., Ltd.",Dongdong XU,2018-01-23,2018-01-23,2019-08-20,2019-08-20,https://patents.google.com/patent/US10385477B2/en,
US-2021040650-A1,Polyamide multifilament and knitted lace manufactured using same ,"Toray Industries, Inc.","Daisuke Yoshioka, Yoshifumi Sato, Takeaki Kono",2018-01-25,2019-01-22,2021-02-11,,https://patents.google.com/patent/US20210040650A1/en,https://patentimages.storage.googleapis.com/7b/1e/41/3c3bbb5547f24e/US20210040650A1-20210211-D00000.png
US-2019220123-A1,Display device ,Japan Display Inc.,Heisuke KANAYA,2018-01-12,2019-01-08,2019-07-18,,https://patents.google.com/patent/US20190220123A1/en,https://patentimages.storage.googleapis.com/72/c8/07/525805c9d4d2ec/US20190220123A1-20190718-D00000.png
US-10734672-B2,"Electrochemical cells including selectively permeable membranes, systems and methods of manufacturing the same ","24M Technologies, Inc.","Junzheng Chen, Naoki Ota, Jeffry Disko, Yuki Kusachi",2018-01-08,2019-01-08,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734672B2/en,https://patentimages.storage.googleapis.com/57/ea/1d/f347770b088fac/US10734672-20200804-D00000.png
US-11003266-B2,Display device ,"Samsung Display Co., Ltd.","Sunghwan Kim, Gwangbum Ko, Gayoung KIM, Doik Kim, Junghak Kim, Yeonsung Jung",2018-01-17,2018-09-14,2021-05-11,2021-05-11,https://patents.google.com/patent/US11003266B2/en,https://patentimages.storage.googleapis.com/0f/9a/f0/8b07b59900ef4f/US11003266-20210511-D00000.png
US-10659583-B2,Mobile terminal ,Lg Electronics Inc.,"Kiyong Lee, Cheongsun Yun, Jongwook MUN",2018-01-03,2019-10-25,2020-05-19,2020-05-19,https://patents.google.com/patent/US10659583B2/en,https://patentimages.storage.googleapis.com/09/48/cf/56bbb0182d731f/US10659583-20200519-D00000.png
US-2021068519-A1,Backpack ,"Yeti Coolers, Llc","Kyle Edward Rogers, Jeffrey Charles Munie",2018-01-05,2018-12-20,2021-03-11,,https://patents.google.com/patent/US20210068519A1/en,https://patentimages.storage.googleapis.com/01/4e/d0/2d97279a4e4458/US20210068519A1-20210311-D00000.png
