search URL:,https://patents.google.com/?q=carbon+fiber&country=US&before=priority:20180531&after=priority:20180501&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10533266-B2,Layered carbon fiber ,The Boeing Company,"Keith Daniel Humfeld, Scott Hartshorn",2018-05-11,2018-05-11,2020-01-14,2020-01-14,https://patents.google.com/patent/US10533266B2/en,https://patentimages.storage.googleapis.com/be/96/52/e40dc7a02bd2c0/US10533266-20200114-D00000.png
US-2019345299-A1,Method of using pre-preg film for producing carbon fiber parts ,GM Global Technology Operations LLC,Bradley J. Tice,2018-05-09,2018-05-09,2019-11-14,,https://patents.google.com/patent/US20190345299A1/en,https://patentimages.storage.googleapis.com/bc/d1/f2/c128fed6eeae8c/US20190345299A1-20191114-D00000.png
US-2019338146-A1,Graphene-Enabled Anti-Corrosion Coating ,"Nanotek Instruments, Inc.","Fan-Chun Meng, Yi-Jun Lin, Shaio-yen Lee, Wen Y. Chiu, Aruna Zhamu, Bor Z. Jang",2018-05-07,2018-05-07,2019-11-07,,https://patents.google.com/patent/US20190338146A1/en,https://patentimages.storage.googleapis.com/73/a9/26/c1517afa2aeee0/US20190338146A1-20191107-D00000.png
US-11179620-B2,Reflective video display apparatus for interactive training and demonstration and methods of using same ,Curiouser Products Inc.,Brynn Putnam,2018-05-29,2021-05-10,2021-11-23,2021-11-23,https://patents.google.com/patent/US11179620B2/en,https://patentimages.storage.googleapis.com/92/65/65/4f8b451dbfec3c/US11179620-20211123-D00000.png
US-2020359820-A1,Package receiving locker ,"Securum Capsa, Inc.","Carlos Raphael, Jason Scott ALTMAN, Jeff Harlan",2018-05-17,2020-07-03,2020-11-19,,https://patents.google.com/patent/US20200359820A1/en,https://patentimages.storage.googleapis.com/ec/4d/93/56cb0705288e6d/US20200359820A1-20201119-D00000.png
US-2019363351-A1,High energy-density composition-gradient electrodes and methods of making the same ,"24M Technologies, Inc.","Naoki Ota, Junzheng Chen, Ricardo Bazzarella",2018-05-24,2019-05-24,2019-11-28,,https://patents.google.com/patent/US20190363351A1/en,https://patentimages.storage.googleapis.com/59/84/1c/30f9a5a9821d55/US20190363351A1-20191128-D00000.png
US-2019361917-A1,Smart device ,Bao Tran,"Bao Tran, Ha Tran",2018-05-25,2018-05-25,2019-11-28,,https://patents.google.com/patent/US20190361917A1/en,https://patentimages.storage.googleapis.com/50/5c/08/030e66769cb153/US20190361917A1-20191128-D00000.png
US-2019339678-A1,Subscription-based services using industrial blockchains ,"Rockwell Automation Technologies, Inc.","Tim S. Biernat, Juergen K. Weinhofer, Sharath Chander Reddy Baddam, Douglas J. Reichard, Subbian Govindaraj",2018-05-02,2018-08-23,2019-11-07,,https://patents.google.com/patent/US20190339678A1/en,https://patentimages.storage.googleapis.com/af/b2/ba/48d2efadaf0868/US20190339678A1-20191107-D00000.png
US-10871922-B2,Integrated storage management between storage systems and container orchestrators ,"Pure Storage, Inc.",Patrick East,2018-05-22,2019-01-23,2020-12-22,2020-12-22,https://patents.google.com/patent/US10871922B2/en,https://patentimages.storage.googleapis.com/83/af/23/324179e3b42429/US10871922-20201222-D00000.png
US-10310760-B1,Layering communication fabric protocols ,"Pure Storage, Inc.","Roland Dreier, Steven Hodgson, Ronald Karr",2018-05-21,2018-10-30,2019-06-04,2019-06-04,https://patents.google.com/patent/US10310760B1/en,https://patentimages.storage.googleapis.com/a5/d5/8c/5562a5708b4fe4/US10310760-20190604-D00000.png
