search URL:,https://patents.google.com/?q=carbon+fiber&country=US&before=priority:20180630&after=priority:20180601&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021363316-A1,"Prepreg and production method therefor, slit tape prepreg, carbon fiber-reinforced composite material ","Toray Industries, Inc.","Hiroshi Kobayashi, Taiki Maeyama, Daisuke KIDO, Takashi Ikushima, Naofumi Hosokawa, Hirokazu Ohnishi",2018-06-26,2019-03-27,2021-11-25,,https://patents.google.com/patent/US20210363316A1/en,
US-2021115597-A1,Carbon fiber and method of producing same ,"Toray Industries, Inc.","Haruki Okuda, Jun Watanabe, Naohiro MATSUMOTO, Fumihiko Tanaka",2018-06-18,2019-06-17,2021-04-22,,https://patents.google.com/patent/US20210115597A1/en,
US-2021198111-A1,Activated carbon fiber sheet for motor vehicle canister ,"Nippon Paper Industries Co., Ltd.","Daisuke Imai, Yoshihide Watanabe, Yuu Takata, Shunsuke OZAWA, Chie Yoshida, Kenichi Fujino",2018-06-19,2020-12-16,2021-07-01,,https://patents.google.com/patent/US20210198111A1/en,
US-11114834-B2,Strain backup integrated device carbon fiber wire ,"Jiangsu Tiannan Electric Power Equipment Co., Ltd.","Jiansheng Yao, Xiaoqiang ZHU, DongYu YAO, Xiaolong Shi, YaYong SI, ShuPeng TIAN, MengMeng Gao, YiXiang ZHOU",2018-06-17,2018-10-10,2021-09-07,2021-09-07,https://patents.google.com/patent/US11114834B2/en,https://patentimages.storage.googleapis.com/8d/ae/a0/3cec46ef7df2a6/US11114834-20210907-D00000.png
US-2021122892-A1,"Prepreg and production method therefor, slit tape prepreg, carbon fiber-reinforced composite material ","Toray Industries, Inc.","Hiroshi Kobayashi, Taiki Maeyama, Daisuke KIDO, Takashi Ikushima, Naofumi Hosokawa, Hirokazu Ohnishi",2018-06-26,2019-06-25,2021-04-29,,https://patents.google.com/patent/US20210122892A1/en,
US-2021114350-A1,Metal-carbon fiber reinforced plastic material composite and method of producing metal-carbon fiber reinforced plastic material composite ,Nippon Steel Corporation,"Yasuaki KAWAMURA, Kohei Ueda, Masumi KOORI",2018-06-14,2019-06-14,2021-04-22,,https://patents.google.com/patent/US20210114350A1/en,https://patentimages.storage.googleapis.com/d8/a2/95/f1962a85563f52/US20210114350A1-20210422-D00000.png
US-2021230386-A1,"Composite material, prepreg, carbon fiber reinforced molded product, and method for producing composite material ",Nitta Corporation,"Takuji Komukai, Maki Onizuka, Hiromi Teruhira",2018-06-11,2019-06-10,2021-07-29,,https://patents.google.com/patent/US20210230386A1/en,https://patentimages.storage.googleapis.com/a0/be/79/e68af4d2119b08/US20210230386A1-20210729-D00000.png
US-2021230775-A1,A process for producing carbon fibers and carbon fibers made therefrom ,Cytec Industries Inc.,"Jeremy MOSKOWITZ, Thomas Taylor, Amy Tucker, Alan Thomas, Billy Harmon",2018-06-06,2019-06-05,2021-07-29,,https://patents.google.com/patent/US20210230775A1/en,
US-2021268277-A1,Carbon fiber implantable probe ,The Regents Of The University Of Michigan,"Cynthia Anne CHESTEK, Elissa Joy Welle, John Paul Seymour, Lauren Leigh Zimmerman, Zhonghua Ouyang, Paras Rajni Patel, Ahmad Jiman, Timothy Morris Bruns",2018-06-22,2019-06-21,2021-09-02,,https://patents.google.com/patent/US20210268277A1/en,https://patentimages.storage.googleapis.com/13/63/e2/9b01081c183c36/US20210268277A1-20210902-D00000.png
US-2019386332-A1,Alkali metal-sulfur secondary battery containing a conductive electrode- protecting layer ,"Nanotek Instruments, Inc.","Aruna Zhamu, Bor Z. Jang",2018-06-18,2018-06-18,2019-12-19,,https://patents.google.com/patent/US20190386332A1/en,https://patentimages.storage.googleapis.com/28/27/db/bba3d7ba4481be/US20190386332A1-20191219-D00000.png
US-10727531-B2,Lithium metal secondary battery featuring an anode-protecting layer ,"Global Graphene Group, Inc.","Aruna Zhamu, Bor Z. Jang",2018-06-21,2018-06-21,2020-07-28,2020-07-28,https://patents.google.com/patent/US10727531B2/en,https://patentimages.storage.googleapis.com/45/d5/2d/cb75f0951ebe74/US10727531-20200728-D00000.png
US-2019393495-A1,Lithium metal secondary battery containing an electrochemically stable anode-protecting layer ,"Nanotek Instruments, Inc.","Hui He, Aruna Zhamu, Bor Z. Jang",2018-06-21,2018-08-27,2019-12-26,,https://patents.google.com/patent/US20190393495A1/en,https://patentimages.storage.googleapis.com/21/e7/b1/49d4729c70d302/US20190393495A1-20191226-D00000.png
US-10873088-B2,Lithium-selenium battery containing an electrode-protecting layer and method of improving cycle-life ,"Global Graphene Group, Inc.","Hui He, Aruna Zhamu, Bor Z. Jang",2018-06-25,2018-08-28,2020-12-22,2020-12-22,https://patents.google.com/patent/US10873088B2/en,https://patentimages.storage.googleapis.com/d6/47/b3/c93b098b93bb1d/US10873088-20201222-D00000.png
US-2020142052-A1,Automatic wall climbing type radar photoelectric robot system for non-destructive inspection and diagnosis of damages of bridge and tunnel structure ,Shandong University,"Bin Liu, Yao Li, Fengkai ZHANG, Lichao Nie, Jing Wang, Zhengfang WANG, Zhengyu Liu, Xinji Xu",2018-06-04,2019-04-29,2020-05-07,,https://patents.google.com/patent/US20200142052A1/en,https://patentimages.storage.googleapis.com/ad/da/f0/4cb1455e559a26/US20200142052A1-20200507-D00000.png
US-2021163434-A1,A method for recovery of ethylene oxide ,Brian Ozero,Brian Ozero,2018-06-04,2019-05-14,2021-06-03,,https://patents.google.com/patent/US20210163434A1/en,https://patentimages.storage.googleapis.com/26/e9/9e/c664ac89f16806/US20210163434A1-20210603-D00000.png
US-2019393466-A1,Electrochemical device ,Ningde Amperex Technology Limited,"Chaowang Lin, Huawei Zhong, Fan Yang, Yisong Su",2018-06-25,2018-09-26,2019-12-26,,https://patents.google.com/patent/US20190393466A1/en,https://patentimages.storage.googleapis.com/e6/e8/7e/2865d285c1c159/US20190393466A1-20191226-D00000.png
US-2021225825-A1,Color tunable hybrid led-oled illumination devices ,Arizona Board Of Regents On Behalf Of Arizona State University,Jian Li,2018-06-04,2019-06-04,2021-07-22,,https://patents.google.com/patent/US20210225825A1/en,https://patentimages.storage.googleapis.com/47/61/df/77465e2f3f3e01/US20210225825A1-20210722-D00000.png
US-10529913-B1,Techniques for MRAM MTJ top electrode connection ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Sheng-Chau Chen, Cheng-Tai Hsiao, Cheng-Yuan Tsai, Hsun-Chung KUANG",2018-06-28,2018-08-01,2020-01-07,2020-01-07,https://patents.google.com/patent/US10529913B1/en,https://patentimages.storage.googleapis.com/08/a2/0e/fa223717ae4297/US10529913-20200107-D00000.png
US-10490559-B1,Gate formation scheme for nanosheet transistors having different work function metals and different nanosheet width dimensions ,International Business Machines Corporation,"Takashi Ando, Ruqiang Bao, Pouya Hashemi, ChoongHyun Lee",2018-06-27,2018-06-27,2019-11-26,2019-11-26,https://patents.google.com/patent/US10490559B1/en,https://patentimages.storage.googleapis.com/e2/9b/1a/f7ddf0d8495374/US10490559-20191126-D00000.png
