search URL:,https://patents.google.com/?q=carbon+fiber&country=US&before=priority:20180731&after=priority:20180701&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020017997-A1,Graphene-Based Fiber and Graphene-Based Carbon Fiber and Method of Manufacturing the Same ,Korea Advanced Institute Of Science And Technology,"Sang Ouk Kim, Taeyeong Yun, In Ho Kim, Hong Ju JUNG",2018-07-10,2019-07-09,2020-01-16,,https://patents.google.com/patent/US20200017997A1/en,https://patentimages.storage.googleapis.com/90/70/49/3d9c3bd0bcb475/US20200017997A1-20200116-D00000.png
US-2021292498-A1,High-strength carbon fiber composite bar material with resin rib on surface and preparation method therefor ,"Fasten Hongsheng Group Co., Ltd.","Lihua Liu, Yuanlin ZHU, Weijun Zhu, Jiaqi Zhou, Shengbin HUANG",2018-07-04,2019-06-29,2021-09-23,,https://patents.google.com/patent/US20210292498A1/en,https://patentimages.storage.googleapis.com/89/e4/7f/641a3de62d2fa2/US20210292498A1-20210923-D00000.png
US-2021206907-A1,"Epoxy resin, epoxy resin composition, epoxy resin composition for carbon fiber-reinforced composite material, prepreg, and carbon fiber-reinforced composite material ",Nipponkayaku Kabushiki Kaisha,"Yusuke Kawano, Masataka Nakanishi, Kazuma Inoue",2018-07-24,2019-07-23,2021-07-08,,https://patents.google.com/patent/US20210206907A1/en,https://patentimages.storage.googleapis.com/06/17/ce/1111b2b1d88361/US20210206907A1-20210708-D00001.png
US-2020024753-A1,System and method for reinforcing and protecting reinforced concrete structure employing carbon fiber textile grid as both reinforcement member and anode ,Korea Institute Of Civil Engineering And Building Technology,"Hyeong Yeol KIM, Seung Seop JIN",2018-07-19,2018-10-30,2020-01-23,,https://patents.google.com/patent/US20200024753A1/en,https://patentimages.storage.googleapis.com/76/e3/c6/fea5b360bae950/US20200024753A1-20200123-D00000.png
US-2021122895-A1,Conductive carbon fiber-based sponge ,Carnegie Mellon University,"Ashwati Krishnan, Pulkit Grover, Shawn Kelly, Ritesh Kumar, Kalee Rozylowicz",2018-07-06,2019-07-03,2021-04-29,,https://patents.google.com/patent/US20210122895A1/en,https://patentimages.storage.googleapis.com/4d/65/13/f38f30684416d3/US20210122895A1-20210429-D00000.png
US-2020028285-A1,Detachable Carbon-Fiber Conductive Rail ,"Ke-Han Yu, Tao Wang, Chun Li, Hai-Tao Zhou","Ke-Han Yu, Tao Wang, Chun Li, Hai-Tao Zhou",2018-07-18,2018-07-18,2020-01-23,,https://patents.google.com/patent/US20200028285A1/en,https://patentimages.storage.googleapis.com/45/45/9c/7213b58a5b2b69/US20200028285A1-20200123-D00000.png
US-2021115598-A1,Carbon fiber carbonization apparatus using microwave ,"Lg Chem, Ltd.","Ji Hye Shin, Tae Eon PARK, Su Jin Kim, Ki Hwan Kim, Il Ha LEE, Jun Young Lee",2018-07-23,2019-07-22,2021-04-22,,https://patents.google.com/patent/US20210115598A1/en,https://patentimages.storage.googleapis.com/bc/2d/63/5642fefbed1006/US20210115598A1-20210422-D00000.png
US-2021284774-A1,A polymer for the production of carbon fibers and carbon fibers made therefrom ,Cytec Industries Inc.,"Jeremy MOSKOWITZ, William Jacobs, Amy Tucker, Billy Harmon",2018-07-02,2019-07-02,2021-09-16,,https://patents.google.com/patent/US20210284774A1/en,https://patentimages.storage.googleapis.com/ef/22/b8/d757a1a6add2bf/US20210284774A1-20210916-D00001.png
US-2020011646-A1,Three-piece primer insert for polymer ammunition ,"True Velocity Ip Holdings, Llc","Lonnie Burrow, Christopher William Overton",2018-07-06,2019-07-02,2020-01-09,,https://patents.google.com/patent/US20200011646A1/en,https://patentimages.storage.googleapis.com/be/1c/b2/db6137356f3924/US20200011646A1-20200109-D00000.png
US-10804962-B2,Method and apparatus for communications using electromagnetic waves ,"At&T Intellectual Property I, L.P.",David M. Britz,2018-07-09,2018-09-04,2020-10-13,2020-10-13,https://patents.google.com/patent/US10804962B2/en,https://patentimages.storage.googleapis.com/6b/ea/7e/85b784efe029a1/US10804962-20201013-D00000.png
US-2020011645-A1,Multi-piece primer insert for polymer ammunition ,"True Velocity Ip Holdings, Llc","Lonnie Burrow, Christopher William Overton, Florian Herzog, Nimmy Mammoottil, Andrew Rosek",2018-07-06,2019-07-02,2020-01-09,,https://patents.google.com/patent/US20200011645A1/en,https://patentimages.storage.googleapis.com/cb/92/fa/f359b517d0cadb/US20200011645A1-20200109-D00000.png
US-11139467-B2,Continuous and semi-continuous methods of semi-solid electrode and battery manufacturing ,"24M Technologies, Inc.","Raymond ZAGARS, Naoki Ota, Matthew R. Tyler, Richard K. Holman, Mark Dudziak, Ricardo Bazzarella",2018-07-09,2019-07-09,2021-10-05,2021-10-05,https://patents.google.com/patent/US11139467B2/en,https://patentimages.storage.googleapis.com/74/b1/a7/7f5158882b7f80/US11139467-20211005-D00000.png
US-2020018169-A1,Fan design ,Rolls-Royce Plc,"Stephane M M BARALON, Christopher Benson, Benedict R. PHELPS",2018-07-03,2019-09-10,2020-01-16,,https://patents.google.com/patent/US20200018169A1/en,https://patentimages.storage.googleapis.com/09/8a/de/4037e17b4ba864/US20200018169A1-20200116-D00000.png
