search URL:,https://patents.google.com/?q=E-Glass+Wool&country=US&before=priority:20190831&after=priority:20190801&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020027019-A1,Method and apparatus for learning a model to generate poi data using federated learning ,Lg Electronics Inc.,"Injung YANG, Seongrae Kim, Sangyeob YOON, Jaewoong YUN",2019-08-15,2019-09-26,2020-01-23,,https://patents.google.com/patent/US20200027019A1/en,https://patentimages.storage.googleapis.com/cc/91/d1/17ad59d7451bc1/US20200027019A1-20200123-D00000.png
US-2021030109-A1,Textiles and articles and processes for making the same ,"Nike, Inc.","Devon Frazier, Walter M. Hancock, Dave Klinger, Robert Mervar, Brian G. Prevo, Hilary Walker",2019-08-02,2020-07-31,2021-02-04,,https://patents.google.com/patent/US20210030109A1/en,https://patentimages.storage.googleapis.com/98/8a/2a/0aeb1af210ee35/US20210030109A1-20210204-D00000.png
US-10557105-B1,Extraction systems and methods ,Bao Tran,"Ha Tran, Bao Tran",2019-08-09,2019-08-09,2020-02-11,2020-02-11,https://patents.google.com/patent/US10557105B1/en,https://patentimages.storage.googleapis.com/a8/1f/b8/3cdbd264a23b09/US10557105-20200211-D00000.png
US-2021055391-A1,Coherent pulsed lidar system with spectral signatures ,"Luminar Technologies, Inc.","Joseph G. LaChapelle, Jason M. Eichenholz, Alex Michael Sincore",2019-08-20,2020-06-26,2021-02-25,,https://patents.google.com/patent/US20210055391A1/en,https://patentimages.storage.googleapis.com/a5/01/f9/ed60c69738f2bf/US20210055391A1-20210225-D00000.png
US-2021113121-A1,Non-invasive medical monitoring device for blood analyte measurements ,"Cercacor Laboratories, Inc.","Mohamed K. Diab, Kevin Hughes Pauley, Jesse Chen, Cristiano Dalvi, Hung The Vo, Ferdyan Lesmana, Jeroen Poeze, Ruiqi Long, Venkatramanan Krishnamani, Frank Lee, Mathew Paul",2019-08-27,2020-08-27,2021-04-22,,https://patents.google.com/patent/US20210113121A1/en,https://patentimages.storage.googleapis.com/c8/95/bf/c61b432c1bd608/US20210113121A1-20210422-D00000.png
US-2019372866-A1,Technologies for latency based service level agreement management in remote direct memory access networks ,Intel Corporation,"Mrittika Ganguli, Arvind Srinivasan, Slawomir PUTYRSKI, Donald E. Wood",2019-08-14,2019-08-14,2019-12-05,,https://patents.google.com/patent/US20190372866A1/en,https://patentimages.storage.googleapis.com/09/7b/29/8044f02c393332/US20190372866A1-20191205-D00000.png
US-2020004023-A1,Electronic device ,Lg Electronics Inc.,"Seung Yong Shin, Sungchul Shin, Dong Young Lee, Chang Kyu Hwang",2019-08-12,2019-09-05,2020-01-02,,https://patents.google.com/patent/US20200004023A1/en,https://patentimages.storage.googleapis.com/6b/c9/1a/f0875e09b92c6a/US20200004023A1-20200102-D00000.png
US-2021042830-A1,User media platform server system ,Ruon Global Ltd,Timothy E. Burke,2019-08-09,2020-08-10,2021-02-11,,https://patents.google.com/patent/US20210042830A1/en,https://patentimages.storage.googleapis.com/08/78/e3/4f8e77b710caef/US20210042830A1-20210211-D00000.png
US-2021367662-A1,Dynamic Geographical Spectrum Sharing ,Elliot Eichen,Elliot Eichen,2019-08-23,2021-08-02,2021-11-25,,https://patents.google.com/patent/US20210367662A1/en,https://patentimages.storage.googleapis.com/6e/1d/18/bb74dcf242aa74/US20210367662A1-20211125-D00000.png
US-2021052221-A1,"System, method, and smartwatch for protecting a user ","Vitaltech Properties, Llc","Anjan PANNEER SELVAM, Peter Ianace",2019-08-23,2020-08-21,2021-02-25,,https://patents.google.com/patent/US20210052221A1/en,https://patentimages.storage.googleapis.com/7f/75/f8/f5ce444c0dcf3f/US20210052221A1-20210225-D00000.png
US-2021333550-A1,Electronic device ,Lg Electronics Inc.,"Seungyong SHIN, Hyunchul Kim, Sungchul Shin, Taekyoung OH, Changkyu HWANG",2019-08-27,2019-08-27,2021-10-28,,https://patents.google.com/patent/US20210333550A1/en,https://patentimages.storage.googleapis.com/1e/b7/ac/ccecbfae1055a3/US20210333550A1-20211028-D00000.png
US-2021056995-A1,Process for forming tape media having synergistic magnetic recording layer and underlayer ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-02-25,,https://patents.google.com/patent/US20210056995A1/en,https://patentimages.storage.googleapis.com/76/42/80/dcb277c10f5c6f/US20210056995A1-20210225-D00000.png
US-11158339-B2,Magnetic recording layer formulation for tape media ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-10-26,2021-10-26,https://patents.google.com/patent/US11158339B2/en,https://patentimages.storage.googleapis.com/c9/d3/29/0e343563c862d3/US11158339-20211026-D00000.png
US-11152027-B2,Tape media having synergistic magnetic recording layer and underlayer ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-10-19,2021-10-19,https://patents.google.com/patent/US11152027B2/en,https://patentimages.storage.googleapis.com/18/5f/a7/986cc9e17476c1/US11152027-20211019-D00000.png
US-11158340-B2,Underlayer formulation for tape media ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-10-26,2021-10-26,https://patents.google.com/patent/US11158340B2/en,https://patentimages.storage.googleapis.com/8b/cb/16/021494fc1d88db/US11158340-20211026-D00000.png
US-2021056985-A1,Tape cartridge having tape media having synergistic magnetic recording layer and underlayer ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-02-25,,https://patents.google.com/patent/US20210056985A1/en,https://patentimages.storage.googleapis.com/3d/74/a9/78112cfdc3ef12/US20210056985A1-20210225-D00000.png
US-2021056992-A1,Process for forming magnetic recording layer for tape media ,International Business Machines Corporation,Richard Bradshaw,2019-08-20,2019-08-20,2021-02-25,,https://patents.google.com/patent/US20210056992A1/en,https://patentimages.storage.googleapis.com/12/37/ed/4920a71a79d29f/US20210056992A1-20210225-D00000.png
