search URL:,https://patents.google.com/?q=E-Glass+Wool&country=US&before=priority:20181031&after=priority:20181001&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020129710-A1,Cartridge and atomizer having same ,"Shenzhen First Union Technology Co., Ltd.","Yunkai ZHANG, Zhengfa LI, Zhongli Xu, Yonghai Li",2018-10-26,2019-10-25,2020-04-30,,https://patents.google.com/patent/US20200129710A1/en,https://patentimages.storage.googleapis.com/6d/31/d1/a294f97f496237/US20200129710A1-20200430-D00000.png
US-2021252808-A1,Method for Composite Flow Molding ,Arris Composites Inc.,"Erick Davidson, Ethan Escowitz, Sean HENNESSEE, Riley Reese",2018-10-09,2021-05-03,2021-08-19,,https://patents.google.com/patent/US20210252808A1/en,https://patentimages.storage.googleapis.com/3e/bf/7d/2a99d69957f310/US20210252808A1-20210819-D00000.png
US-2020114596-A1,Preform Charges And Fixtures Therefor ,Arris Composites Inc.,"Erick Davidson, Ethan Escowitz, Riley Reese, Sean HENNESSEE, J. Scott PERKINS",2018-10-12,2019-10-11,2020-04-16,,https://patents.google.com/patent/US20200114596A1/en,https://patentimages.storage.googleapis.com/4f/e8/64/72cbf73498ccb8/US20200114596A1-20200416-D00000.png
US-10800115-B2,Method for the design and efficient manufacture of fiber-composite parts ,Arris Composites Inc.,"Ethan Escowitz, J. Scott PERKINS, Riley Reese, Erick Davidson, Sean HENNESSEE",2018-10-26,2019-10-28,2020-10-13,2020-10-13,https://patents.google.com/patent/US10800115B2/en,https://patentimages.storage.googleapis.com/c3/88/c8/a8d698fb554900/US10800115-20201013-D00000.png
US-2020136130-A1,"Porous silicon-containing composite, carbon composite using the same, and electrode, lithium battery and electronic device each including the same ","Samsung Electronics Co., Ltd., Samsung Sdi Co., Ltd.","JungHyun Choi, Inhyuk SON, Mijong Kim, Sangkook Mah, Jumyeung LEE, Minwoo Lim, Sungsoo HAN",2018-10-25,2019-10-08,2020-04-30,,https://patents.google.com/patent/US20200136130A1/en,https://patentimages.storage.googleapis.com/c0/19/60/64a0c9331d1dd7/US20200136130A1-20200430-D00000.png
US-2021336293-A1,"Aqueous zinc-metal batteries comprising ""water-in-salt"" electrolyte ",Oregon State University,"Xiulei Ji, Chong Zhang",2018-10-10,2019-10-09,2021-10-28,,https://patents.google.com/patent/US20210336293A1/en,https://patentimages.storage.googleapis.com/58/64/6c/4b640643ab7f27/US20210336293A1-20211028-D00000.png
US-2020122392-A1,Print head for regolith-polymer mixture and associated feedstock ,"Craig Technical Consulting, Inc.","Ivan Townsend, Robert Mueller, Nathan Gelino, Jonathan Smith, Matthew Nugent, Andrew Nick, Jason Schuler, Bradley Buckles",2018-10-18,2019-10-18,2020-04-23,,https://patents.google.com/patent/US20200122392A1/en,https://patentimages.storage.googleapis.com/9e/30/17/f90ceeaa9a3717/US20200122392A1-20200423-D00000.png
US-2020279090-A1,Lens-pinhole array designs in ultra thin under-screen optical sensors for on-screen fingerprint sensing ,"Shenzhen GOODIX Technology Co., Ltd.","Yi He, Bo Pi",2018-10-08,2019-10-07,2020-09-03,,https://patents.google.com/patent/US20200279090A1/en,https://patentimages.storage.googleapis.com/19/6e/4c/5f3f864fef91a1/US20200279090A1-20200903-D00000.png
US-2020112081-A1,Antenna module and electronic device including the same ,"Samsung Electro-Mechanics Co., Ltd.","Hong In KIM, Hyung Ho SEO, Young Kyoon IM, Kyu Bum Han, Jeong Ki Ryoo",2018-10-04,2019-07-08,2020-04-09,,https://patents.google.com/patent/US20200112081A1/en,https://patentimages.storage.googleapis.com/32/ee/a2/444b99125c673e/US20200112081A1-20200409-D00000.png
US-2020112008-A1,Battery pack ,"Samsung Sdi Co., Ltd.",Nohyun Kwag,2018-10-08,2019-10-08,2020-04-09,,https://patents.google.com/patent/US20200112008A1/en,https://patentimages.storage.googleapis.com/45/ca/35/9ab92281be8b6c/US20200112008A1-20200409-D00000.png
