search URL:,https://patents.google.com/?q=Aramid&country=US&before=priority:20180331&after=priority:20180301&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021155045-A1,Pneumatic tire comprising an improved aramid textile cord with an at least triple twist ,Compagnie Generale Des Etablissements Michelin,"Augustin Bosquet, Richard CORNILLE",2018-03-20,2019-03-19,2021-05-27,,https://patents.google.com/patent/US20210155045A1/en,https://patentimages.storage.googleapis.com/d0/a4/7b/075dd5c442ea65/US20210155045A1-20210527-D00000.png
US-2021025084-A1,Improved aramid textile cord with an at least triple twist ,Compagnie Generale Des Etablissements Michelin,"Augustin Bosquet, Richard CORNILLE",2018-03-20,2019-03-19,2021-01-28,,https://patents.google.com/patent/US20210025084A1/en,https://patentimages.storage.googleapis.com/54/84/b9/fd4e89c25e5769/US20210025084A1-20210128-D00000.png
US-2019295587-A1,Magnetic tape and magnetic recording and reproducing device ,Fujifilm Corporation,Norihito KASADA,2018-03-23,2019-03-22,2019-09-26,,https://patents.google.com/patent/US20190295587A1/en,https://patentimages.storage.googleapis.com/6d/e3/03/ad4b6d6be6b282/US20190295587A1-20190926-D00000.png
US-2019283247-A1,Management of biomechanical achievements ,"Seismic Holdings, Inc.","Andrew Robert Chang, Derek Chang, Daniel Le Ly, Ray Franklin Cowan",2018-03-15,2019-03-15,2019-09-19,,https://patents.google.com/patent/US20190283247A1/en,https://patentimages.storage.googleapis.com/fe/ae/06/3fb0779f9c0254/US20190283247A1-20190919-D00000.png
US-2019304496-A1,"Magnetic recording medium, manufacturing method of particles of epsilon type iron oxide-based compound, and manufacturing method of magnetic recording medium ",Fujifilm Corporation,Takashi Fujimoto,2018-03-29,2019-01-28,2019-10-03,,https://patents.google.com/patent/US20190304496A1/en,
US-2020403315-A1,Antenna device and display device comprising the same ,"Dongwoo Fine-Chem Co., Ltd., POSTECH Research and Business Development Foundation","Yoon Ho Huh, Han Sub Ryu, Byung Jin Choi, Won Bin HONG",2018-03-06,2020-09-04,2020-12-24,,https://patents.google.com/patent/US20200403315A1/en,https://patentimages.storage.googleapis.com/5b/6c/5c/bf9983c4aa924d/US20200403315A1-20201224-D00000.png
US-11022408-B2,"Drone interceptor system, and methods and computer program products useful in conjunction therewith ",Elta Systems Ltd.,Gil KLAR,2018-03-13,2019-03-13,2021-06-01,2021-06-01,https://patents.google.com/patent/US11022408B2/en,https://patentimages.storage.googleapis.com/1b/f4/72/d61a6733a97428/US11022408-20210601-D00000.png
US-2020405217-A1,Pressure ulcer prevention system ,Georgia Tech Research Corporation,"Sundaresan Jayaraman, Sungmee Park",2018-03-16,2019-03-16,2020-12-31,,https://patents.google.com/patent/US20200405217A1/en,https://patentimages.storage.googleapis.com/d9/6b/b1/30c028c0cd2fb8/US20200405217A1-20201231-D00000.png
US-2019270504-A1,Acoustic liners with oblique cellular structures ,General Electric Company,"Richard David Cedar, Michael William Siekman",2018-03-05,2018-03-05,2019-09-05,,https://patents.google.com/patent/US20190270504A1/en,https://patentimages.storage.googleapis.com/bb/dc/0c/b9e30a983056e1/US20190270504A1-20190905-D00000.png
US-2020408283-A1,Orbital Tensioner ,Gates Corporation,"Sukhdeep Singh, Sangkyu Kim, Anil Bhalla, Michael Koppeser",2018-03-13,2020-09-11,2020-12-31,,https://patents.google.com/patent/US20200408283A1/en,https://patentimages.storage.googleapis.com/6e/3b/fb/6e332ec6668a27/US20200408283A1-20201231-D00000.png
US-2021053398-A1,Tire comprising a single caracss ply with an improved deformation depth in the sidewall after running in ,Compagnie Generale Des Etablissements Michelin,"Sylvie Duchemin, Nizar Didane",2018-03-20,2019-03-15,2021-02-25,,https://patents.google.com/patent/US20210053398A1/en,https://patentimages.storage.googleapis.com/60/6c/84/4594ec26959866/US20210053398A1-20210225-D00000.png
US-2019290356-A1,Liquid filled ablation catheter with overjacket ,"Ra Medical Systems, Inc.","Zachary Wood, James B. Laudenslager",2018-03-22,2019-03-20,2019-09-26,,https://patents.google.com/patent/US20190290356A1/en,https://patentimages.storage.googleapis.com/1b/b2/db/ae31a8944c8329/US20190290356A1-20190926-D00000.png
US-11141597-B2,Leadless pacemaker having attachment feature ,"Pacesetter, Inc.","Thomas B. Eby, Benjamin F. James, IV, Kavous Sahabi, Travis Lieber, Arees Garabed, Craig E. Mar, Sondra Orts, Tyler J. Strang, Jennifer Heisel, Bernhard Arnar, Daniel Coyle, Daniel Goodman, Scott Smith, Scott Kerns, David Rickheim, Adam Weber, Mike Sacha, Byron Liehwah Chun",2018-03-09,2019-03-08,2021-10-12,2021-10-12,https://patents.google.com/patent/US11141597B2/en,https://patentimages.storage.googleapis.com/17/48/2e/879accb311cea1/US11141597-20211012-D00000.png
US-10710712-B2,Rotor blade afterbody ,Bell Helicopter Textron Inc.,"Joel J. McIntyre, Michael Christopher Burnett",2018-03-26,2018-03-26,2020-07-14,2020-07-14,https://patents.google.com/patent/US10710712B2/en,https://patentimages.storage.googleapis.com/24/68/63/b582392f117011/US10710712-20200714-D00000.png
US-2021118620-A1,Separator for aluminum electrolytic capacitor and aluminum electrolytic capacitor ,Nippon Kodoshi Corporation,"Takafumi OCHI, Masaki ISHIGAYASUMI, Hironori KUMAOKA",2018-03-29,2019-03-20,2021-04-22,,https://patents.google.com/patent/US20210118620A1/en,
US-2021162690-A1,Manufacture of Fire-Retardant Sandwich Panels ,Gurit (Uk) Ltd.,"Glynn Edwards, Damian Bannister",2018-03-09,2019-03-08,2021-06-03,,https://patents.google.com/patent/US20210162690A1/en,https://patentimages.storage.googleapis.com/b9/ca/ac/35faa4c38d785b/US20210162690A1-20210603-D00000.png
US-2020319419-A1,Optical Fiber Cables With Improved Burn And Smoke Performance ,Superior Essex International LP,"Paul E. Neveux, Jr., Gerald Pavlicek",2018-03-26,2019-03-19,2020-10-08,,https://patents.google.com/patent/US20200319419A1/en,https://patentimages.storage.googleapis.com/e6/5b/10/47252fd7f1c13a/US20200319419A1-20201008-D00000.png
US-2021048123-A1,Flexible Pipe Body and Method ,Ge Oil & Gas Uk Limited,Fabio De Souza Pires,2018-03-29,2019-02-20,2021-02-18,,https://patents.google.com/patent/US20210048123A1/en,https://patentimages.storage.googleapis.com/96/a9/50/5b419e1366c02b/US20210048123A1-20210218-D00000.png
US-2019285028-A1,Thrust reverser cascade ,"Mra Systems, Llc.","Shailesh Kumar Shetty, Dattu GV Jonnalagadda, Murugesan PERIASAMY",2018-03-16,2018-03-16,2019-09-19,,https://patents.google.com/patent/US20190285028A1/en,https://patentimages.storage.googleapis.com/37/bc/9d/b5c37580af5c6a/US20190285028A1-20190919-D00000.png
US-2019283361-A1,"Composite laminate having a honeycomb core, and method for the manufacture thereof ",E.I Du Pont De Nemours And Company,"Zhi Gang Jia, Lei Jin, Tao Song",2018-03-15,2018-09-14,2019-09-19,,https://patents.google.com/patent/US20190283361A1/en,https://patentimages.storage.googleapis.com/d3/98/9a/bee8944d7cc755/US20190283361A1-20190919-D00000.png
US-2019277345-A1,Method of forming wet friction material by burning off fibers ,Schaeffler Technologies AG & Co. KG,"Rashid Farahati, Murat Bakan",2018-03-06,2018-03-06,2019-09-12,,https://patents.google.com/patent/US20190277345A1/en,https://patentimages.storage.googleapis.com/e2/4b/9f/de583854db3c47/US20190277345A1-20190912-D00000.png
US-2021054239-A1,Honeycomb Core Splice Adhesive with Improved Fire Retardancy ,"Zephyros, Inc.","Estelle Huther Ebersohl, Michel Awkal",2018-03-08,2019-03-06,2021-02-25,,https://patents.google.com/patent/US20210054239A1/en,
US-2021119053-A1,Semiconductor device and method for manufacturing semiconductor device ,"Semiconductor Energy Laboratory Co., Ltd.","Shunpei Yamazaki, Katsuaki TOCHIBAYASHI, Satoru Okamoto",2018-03-02,2019-02-21,2021-04-22,,https://patents.google.com/patent/US20210119053A1/en,https://patentimages.storage.googleapis.com/f9/ac/a2/5ad244bc562920/US20210119053A1-20210422-D00000.png
US-2019277359-A1,Double layer wet friction material ,Schaeffler Technologies AG & Co. KG,"Rashid Farahati, Murat Bakan",2018-03-06,2018-03-06,2019-09-12,,https://patents.google.com/patent/US20190277359A1/en,https://patentimages.storage.googleapis.com/e9/8b/d1/845ddfbeb02a69/US20190277359A1-20190912-D00000.png
US-10836875-B2,Lightweight fiber-reinforced polymer sandwich structures ,GM Global Technology Operations LLC,"Hamid G. Kia, Selina X. ZHAO",2018-03-09,2018-03-09,2020-11-17,2020-11-17,https://patents.google.com/patent/US10836875B2/en,https://patentimages.storage.googleapis.com/b4/37/dc/d6e136c75ce4df/US10836875-20201117-D00000.png
US-10940251-B2,Mechanical gauge for estimating inductance changes in resonant power transfer systems with flexible coils for use with implanted medical devices ,Tc1 Llc,John Freddy Hansen,2018-03-20,2019-03-19,2021-03-09,2021-03-09,https://patents.google.com/patent/US10940251B2/en,https://patentimages.storage.googleapis.com/2b/d2/0d/0d17e18151b6ae/US10940251-20210309-D00000.png
US-10962334-B2,Ballistic armor ,Armor at Hand,Chad A. Ahrens,2018-03-05,2019-02-25,2021-03-30,2021-03-30,https://patents.google.com/patent/US10962334B2/en,https://patentimages.storage.googleapis.com/3c/93/e8/f53645afa067c6/US10962334-20210330-D00000.png
US-11104819-B2,Three-dimensional printing ,"Hewlett-Packard Development Company, L.P.","Maria del Carmen Querol Esparch, Laurent Herschke",2018-03-21,2018-03-21,2021-08-31,2021-08-31,https://patents.google.com/patent/US11104819B2/en,https://patentimages.storage.googleapis.com/0a/1f/86/23e466a3bfc616/US11104819-20210831-D00001.png
US-10682822-B2,Materials and methods for nucleating aligned thermoplastic crystals while fabricating thermoplastic carbon fiber reinforced polymer structures ,The Boeing Company,"Keith D Humfeld, Scott Hartshorn",2018-03-23,2018-03-23,2020-06-16,2020-06-16,https://patents.google.com/patent/US10682822B2/en,https://patentimages.storage.googleapis.com/b8/a3/27/9be986d0301a2e/US10682822-20200616-D00000.png
US-10676925-B2,Ceiling system having a plurality of different panels ,Awi Licensing Llc,"Nathan J Baxter, Samuel D Pawlak, Scott D Harnish, Ryan D Hanuschak, Nicholas J Friez, Nathan H Canfijn, Marie A DePaul, Kain A Place",2018-03-21,2019-03-20,2020-06-09,2020-06-09,https://patents.google.com/patent/US10676925B2/en,https://patentimages.storage.googleapis.com/31/58/72/603eb367905a0f/US10676925-20200609-D00000.png
US-2019284351-A1,"Resin particles, production method thereof, and application thereof for production of three-dimensional object ","Shigenori Yaguchi, Yasuyuki Yamashita, Akira Saito, Kiichi KAMODA","Shigenori Yaguchi, Yasuyuki Yamashita, Akira Saito, Kiichi KAMODA",2018-03-15,2019-03-12,2019-09-19,,https://patents.google.com/patent/US20190284351A1/en,https://patentimages.storage.googleapis.com/fd/1e/6d/147b65fe165fd9/US20190284351A1-20190919-D00000.png
US-2020411044-A1,"Magnetic recording tape, method of producing the same, and magnetic recording tape cartridge ",Sony Corporation,"Kazuya Hashimoto, Takanobu Iwama, Hiroyuki Kobayashi, Ryoichi Hiratsuka, Yoichi Kanemaki, Hikaru TERUI",2018-03-09,2018-11-19,2020-12-31,,https://patents.google.com/patent/US20200411044A1/en,https://patentimages.storage.googleapis.com/9a/5d/47/ba0e8bff279893/US20200411044A1-20201231-D00000.png
US-2021237342-A1,Cross-Linkable Thermoplastic Polymeric Materials for Use in Additive Manufacturing ,"Arevo, Inc.","Sanjiv Bhatt, Hemant Bheda",2018-03-19,2019-03-18,2021-08-05,,https://patents.google.com/patent/US20210237342A1/en,https://patentimages.storage.googleapis.com/43/f6/34/8c5912beee7401/US20210237342A1-20210805-D00000.png
US-2019284883-A1,Non-rotating vibration reduction sub ,"WWW North America Holdings, Inc.","Sarah Banks, Norman Bruce Moore, Eric Gollmyer",2018-03-16,2019-02-26,2019-09-19,,https://patents.google.com/patent/US20190284883A1/en,https://patentimages.storage.googleapis.com/e8/4e/ea/42c3033118a592/US20190284883A1-20190919-D00000.png
US-2019301163-A1,Impact Resistant Waterproofing Material Having a Film Layer ,"Tamko Building Products, Inc.",Aaron R. Phillips,2018-03-27,2019-03-25,2019-10-03,,https://patents.google.com/patent/US20190301163A1/en,https://patentimages.storage.googleapis.com/47/a0/07/f6c62251904d68/US20190301163A1-20191003-D00000.png
US-2021024327-A1,Composite elevator belt ,Thyssenkrupp Elevator Innovation And Operations Ag,"Peter Feldhusen, Frank Dudde",2018-03-29,2018-11-22,2021-01-28,,https://patents.google.com/patent/US20210024327A1/en,https://patentimages.storage.googleapis.com/ac/ca/c0/b78b0f0abd6c02/US20210024327A1-20210128-D00001.png
US-2021011514-A1,Bendable mechanism and flexible display device ,Shenzhen Royole Technologies Co. Ltd.,"Zhengxi Wang, Songya CHEN, Songling Yang, Xiaofei FAN, Weifeng Wu, Qiang Zhang",2018-03-12,2020-09-09,2021-01-14,,https://patents.google.com/patent/US20210011514A1/en,https://patentimages.storage.googleapis.com/e8/9a/5b/4736fbbae13075/US20210011514A1-20210114-D00000.png
US-2019271228-A1,System and method of extracting and collecting water from a regolith ,Colorado School Of Mines,"George F. Sowers, JR., Christopher B. Dreyer",2018-03-02,2019-03-01,2019-09-05,,https://patents.google.com/patent/US20190271228A1/en,https://patentimages.storage.googleapis.com/87/8b/42/10ea79cdd3e1df/US20190271228A1-20190905-D00000.png
US-2019292722-A1,"Process for graphene-mediated metallization of fibers, yarns, and fabrics ","Nanotek Instruments, Inc.","Yi-Jun Lin, Shaio-yen Lee, Yao-de Jhong, Aruna Zhamu, Bor Z. Jang",2018-03-20,2018-04-02,2019-09-26,,https://patents.google.com/patent/US20190292722A1/en,https://patentimages.storage.googleapis.com/b0/d0/66/7f3970d7151903/US20190292722A1-20190926-D00000.png
US-2021078769-A1,Apparatus for securing a package ,"Mail Bag Receiving and Protection System, LLC",Roland Ray Blubaugh,2018-03-02,2020-11-24,2021-03-18,,https://patents.google.com/patent/US20210078769A1/en,https://patentimages.storage.googleapis.com/af/28/13/ea2bc701ca5bb7/US20210078769A1-20210318-D00000.png
US-2019269199-A1,Carbon fiber insert for ballet shoe ,Abigail R. Freed,Abigail R. Freed,2018-03-05,2019-03-05,2019-09-05,,https://patents.google.com/patent/US20190269199A1/en,https://patentimages.storage.googleapis.com/e3/19/be/5294c6d90e79ad/US20190269199A1-20190905-D00000.png
US-2021212603-A1,Replaceable sensor systems and methods ,Graphwear Technologies Inc.,"Rajatesh Ravindra GUDIBANDE, Saurabh Radhakrishnan",2018-03-20,2020-09-18,2021-07-15,,https://patents.google.com/patent/US20210212603A1/en,https://patentimages.storage.googleapis.com/89/94/b0/c35fee0d4c61bc/US20210212603A1-20210715-D00000.png
US-2019282424-A1,Ankle exoskeleton system and method for assisted mobility and rehabilitation ,Arizona Board Of Regents On Behalf Of Northern Arizona University,Zachary F. Lerner,2018-03-16,2019-03-14,2019-09-19,,https://patents.google.com/patent/US20190282424A1/en,https://patentimages.storage.googleapis.com/b5/63/d1/16961fbb6cb350/US20190282424A1-20190919-D00000.png
US-2019283377-A1,Conductive graphene mixture-mediated metallization of polymer article ,"Nanotek Instruments, Inc.","Yi-Jun Lin, Shaio-yen Lee, Yao-de Jhong, Aruna Zhamu, Bor Z. Jang",2018-03-19,2018-03-19,2019-09-19,,https://patents.google.com/patent/US20190283377A1/en,https://patentimages.storage.googleapis.com/9d/49/6e/df7dfd7d9c72f0/US20190283377A1-20190919-D00000.png
US-2020413557-A1,Bendable assembly and flexible display device ,"Shenzhen Royole Technologies Co., Ltd.",Qiang Zhang,2018-03-12,2020-09-10,2020-12-31,,https://patents.google.com/patent/US20200413557A1/en,https://patentimages.storage.googleapis.com/44/17/5b/65359792298315/US20200413557A1-20201231-D00000.png
US-2019283703-A1,Airbag arrangement for protection in a far-side vehicular crash ,"Rivian Ip Holdings, Llc",Anthony Andrew Marciniak,2018-03-19,2018-03-19,2019-09-19,,https://patents.google.com/patent/US20190283703A1/en,https://patentimages.storage.googleapis.com/ce/87/b7/0a518eb290e472/US20190283703A1-20190919-D00000.png
US-2021040346-A1,Multifunctional coatings for use in wet environments ,Graphite Innovation And Technologies Inc.,"Marciel GAIER, Mohammed ALGERMOZI",2018-03-20,2019-03-19,2021-02-11,,https://patents.google.com/patent/US20210040346A1/en,https://patentimages.storage.googleapis.com/fd/ae/95/5829b23872066f/US20210040346A1-20210211-D00000.png
US-10672426-B2,"Magnetic tape having servo pattern and characterized magnetic layer, and magnetic tape device ",Fujifilm Corporation,Norihito KASADA,2018-03-23,2019-03-22,2020-06-02,2020-06-02,https://patents.google.com/patent/US10672426B2/en,https://patentimages.storage.googleapis.com/b2/30/81/cf8faf740cac5c/US10672426-20200602-D00000.png
US-2020411959-A1,Antenna device and display device including the same ,"Dongwoo Fine-Chem Co., Ltd., POSTECH Research and Business Development Foundation","Han Sub Ryu, Yun Seok Oh, Yoon Ho Huh, Won Bin HONG",2018-03-14,2020-09-14,2020-12-31,,https://patents.google.com/patent/US20200411959A1/en,https://patentimages.storage.googleapis.com/07/f4/bf/445f333cfaca0b/US20200411959A1-20201231-D00000.png
US-2021008253-A1,Elongate scaffold comprising inner and outer portion ,The Electrospinning Company Limited,"Robert James McKean, Brendan John Robb, Teodor-Matei Cirstea",2018-03-02,2019-01-29,2021-01-14,,https://patents.google.com/patent/US20210008253A1/en,https://patentimages.storage.googleapis.com/42/91/e4/e088b2b4a1a977/US20210008253A1-20210114-D00000.png
US-2020411609-A1,Electroluminescent display device ,Fujifilm Corporation,Takashi YONEMOTO,2018-03-16,2020-09-14,2020-12-31,,https://patents.google.com/patent/US20200411609A1/en,https://patentimages.storage.googleapis.com/ea/9d/67/b9b66f2d955686/US20200411609A1-20201231-D00000.png
