search URL:,https://patents.google.com/?q=aerogel&country=US&before=priority:20210831&after=priority:20210801&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021384400-A1,Nano-Scale Energy Conversion Device ,"Birmingham Technologies, Inc.",Joseph Birmingham,,2021-08-20,2021-12-09,,https://patents.google.com/patent/US20210384400A1/en,https://patentimages.storage.googleapis.com/e1/78/bc/6d539ce1e9439f/US20210384400A1-20211209-D00000.png
US-2021375763-A1,Method for fabricating semiconductor device ,Nanya Technology Corporation,Tse-Yao Huang,,2021-08-10,2021-12-02,,https://patents.google.com/patent/US20210375763A1/en,https://patentimages.storage.googleapis.com/79/dc/a3/a5bfa151260fd1/US20210375763A1-20211202-D00000.png
US-2021378860-A1,Arthritis Treatment System and Associated Methods ,"ZeoThermal Technologies, LLC","David L. Basinger, Steven A. Schechter, James A. Hepp",,2021-08-25,2021-12-09,,https://patents.google.com/patent/US20210378860A1/en,https://patentimages.storage.googleapis.com/de/e9/11/a1762358dea6b8/US20210378860A1-20211209-D00000.png
US-2021384423-A1,Novel resistive random access memory device ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Tsai-Hao Hung, Shih-Chi Kuo",,2021-08-18,2021-12-09,,https://patents.google.com/patent/US20210384423A1/en,https://patentimages.storage.googleapis.com/cc/57/7d/29299a31604651/US20210384423A1-20211209-D00000.png
US-2021370491-A1,Floating hand tool ,Chris Urbanek,Chris Urbanek,,2021-08-17,2021-12-02,,https://patents.google.com/patent/US20210370491A1/en,https://patentimages.storage.googleapis.com/47/d2/ba/63d1f68e8fcd40/US20210370491A1-20211202-D00000.png
US-2021373582-A1,Fluid transfer component for transferring thermal energy comprising a film with fluid channels ,Zane Coleman,Zane Coleman,,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210373582A1/en,https://patentimages.storage.googleapis.com/42/49/3f/6dc122f90dca8a/US20210373582A1-20211202-D00000.png
US-2021364121-A1,Pipe for conveying fluids in hvacr systems ,"PTubes, Inc.",Nicola Pilone,2021-08-09,2021-08-09,2021-11-25,,https://patents.google.com/patent/US20210364121A1/en,https://patentimages.storage.googleapis.com/82/78/ef/60dd292a67381b/US20210364121A1-20211125-D00000.png
US-2021375829-A1,3d semiconductor device and structure ,Monolithic 3D Inc.,"Zvi Or-Bach, Jin-Woo Han, Brian Cronquist",,2021-08-06,2021-12-02,,https://patents.google.com/patent/US20210375829A1/en,https://patentimages.storage.googleapis.com/18/8e/c9/c170d42d347710/US20210375829A1-20211202-D00000.png
US-2021384350-A1,Gate Structure and Method with Enhanced Gate Contact and Threshold Voltage ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Max Liu, Yen-Ming Peng, Wei-Shuo HO",,2021-08-24,2021-12-09,,https://patents.google.com/patent/US20210384350A1/en,https://patentimages.storage.googleapis.com/8c/e2/53/f10522251ae035/US20210384350A1-20211209-D00000.png
US-2021381772-A1,Temperature-controlled portable cooling units ,Tokitae Llc,"Fong Li Chou, Philip A. Eckhoff, Lawrence Morgan Fowler, Shieng Liu, Peter K. Maier-Laxhuber, Nels R. Peterson, Ralf W. Schmidt, Clarence T. Tegreene, Lowell L. Wood, JR., Reiner M. Wörz, David J. Yager",,2021-08-25,2021-12-09,,https://patents.google.com/patent/US20210381772A1/en,https://patentimages.storage.googleapis.com/6d/19/bf/ae47848012804c/US20210381772A1-20211209-D00000.png
US-2021375756-A1,Methods of Forming Interconnect Structures in Semiconductor Fabrication ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Ming-Han Lee, Shau-Lin Shue",,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210375756A1/en,https://patentimages.storage.googleapis.com/ec/e5/8c/1f36c70ada66c9/US20210375756A1-20211202-D00000.png
US-2021368819-A1,Rapidly cooling food and drinks ,"Coldsnap, Corp.","Matthew Fonte, John Heymans, Nicholas Fonte, Robert Devaney, Ian McGinty, Vincent Weaver, Benjamin Fichera",,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210368819A1/en,https://patentimages.storage.googleapis.com/53/28/bd/90ba8c5d47ff92/US20210368819A1-20211202-D00000.png
US-2021376149-A1,Transistor Structure and Method With Strain Effect ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Xusheng Wu, Youbo LIN",,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210376149A1/en,https://patentimages.storage.googleapis.com/8c/db/3e/259af0f36bd0c2/US20210376149A1-20211202-D00000.png
US-2021368820-A1,Rapidly cooling food and drinks ,"Coldsnap, Corp.","Matthew Fonte, John Heymans, Nicholas Fonte, Robert Devaney, Ian McGinty, Vincent Weaver, Benjamin Fichera",,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210368820A1/en,https://patentimages.storage.googleapis.com/4d/21/df/fdfd1e19ca1e1a/US20210368820A1-20211202-D00000.png
US-2021375884-A1,Well Strap Structures and Methods of Forming the Same ,"Taiwan Semiconductor Manufacturing Co., Ltd.",Jhon Jhy Liaw,,2021-08-16,2021-12-02,,https://patents.google.com/patent/US20210375884A1/en,https://patentimages.storage.googleapis.com/29/8e/c4/2e681bc3704811/US20210375884A1-20211202-D00000.png
US-2021376641-A1,Power system for high temperature applications with rechargeable energy storage ,Fastcap Systems Corporation,"John J. Cooley, Riccardo Signorelli, Morris Green, Padmanaban Sasthan Kuttipillai, Christopher John Sibbald Deane, Lindsay A. Wilhelmus",,2021-08-10,2021-12-02,,https://patents.google.com/patent/US20210376641A1/en,https://patentimages.storage.googleapis.com/52/67/ff/8d1b5bccf61bdf/US20210376641A1-20211202-D00000.png
US-2021378448-A1,High-Efficiency Heating Apparatus ,"Hyper Fryer, LLC","David H. McFadden, David A. Bolton",,2021-08-09,2021-12-09,,https://patents.google.com/patent/US20210378448A1/en,https://patentimages.storage.googleapis.com/4c/e9/78/b711e2794c59d9/US20210378448A1-20211209-D00000.png
US-2021378447-A1,High-Efficiency Heating Apparatus ,"Hyper Fryer, LLC","David H. McFadden, David A. Bolton",,2021-08-09,2021-12-09,,https://patents.google.com/patent/US20210378447A1/en,https://patentimages.storage.googleapis.com/02/9d/aa/3724c111781dc9/US20210378447A1-20211209-D00000.png
US-2021375559-A1,Simple route to highly conductive porous graphene from carbon nanodots for supercapacitor applications ,The Regents Of The University Of California,"Volker Strauss, Richard B. Kaner, Maher F. El-Kady",,2021-08-13,2021-12-02,,https://patents.google.com/patent/US20210375559A1/en,https://patentimages.storage.googleapis.com/98/b4/0f/763a7675174b41/US20210375559A1-20211202-D00000.png
