search URL:,https://patents.google.com/?q=aerogel&country=US&before=priority:20180131&after=priority:20180101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020345882-A1,Aerogel carrying active material and composite of hydrogel and the aerogel ,Industry-University Cooperation Foundation Hanyang University,Tae Won Kim,2018-01-19,2019-01-21,2020-11-05,,https://patents.google.com/patent/US20200345882A1/en,https://patentimages.storage.googleapis.com/64/9f/2b/778db816fe019b/US20200345882A1-20201105-D00000.png
US-2020398243-A1,Light aerogel material and preparation method thereof ,Yuxin Wang,Yuxin Wang,2018-01-24,2020-08-13,2020-12-24,,https://patents.google.com/patent/US20200398243A1/en,https://patentimages.storage.googleapis.com/99/00/f5/ae9b8f87d72795/US20200398243A1-20201224-D00000.png
US-2020354503-A1,Thiourethane based aerogels ,"Henkel Ag & Co. Kgaa, Henkel IP & Holding GmbH","Izaskun Miguel Garcia, Belen Del Saz-Orozco Rodriguez, Ilaria De Santo, Asta Sakalyte, Elizabeth Torres Cano, Fouad Salhi",2018-01-25,2020-07-24,2020-11-12,,https://patents.google.com/patent/US20200354503A1/en,
US-11192993-B2,Organic polymer aerogels comprising microstructures ,"Blueshift Materials, Inc.","Alan SAKAGUCHI, David Irvin, Alysa Joaquin",,2018-01-26,2021-12-07,2021-12-07,https://patents.google.com/patent/US11192993B2/en,https://patentimages.storage.googleapis.com/99/ab/2b/4f3ea64fb29910/US11192993-20211207-D00000.png
US-2021040323-A1,Binder composition and use thereof ,"Worlee-Chemie Gmbh, Dow Silicones Corporation","Thorsten ADEBAHR, Joachim Müller, David Pierre",2018-01-23,2019-01-23,2021-02-11,,https://patents.google.com/patent/US20210040323A1/en,
US-2021053833-A1,Aqueous Hydrophobic Silica Dispersions ,Cabot Corporation,"Lang H. Nguyen, Kavita K. PAI, Steven Jacobs, Tianqi Liu, Melissa J. MONELLO, Angelica M. Sanchez Garcia, Zhangliang GUI, Takashi Umehara",2018-01-25,2019-01-24,2021-02-25,,https://patents.google.com/patent/US20210053833A1/en,https://patentimages.storage.googleapis.com/41/a6/6b/af5ddf9c9856ab/US20210053833A1-20210225-D00000.png
US-2021062054-A1,Epoxy resin adhesive compositions ,"DDP Specialty Electronic Materials US, Inc.","Felix KOCH, Andreas Lutz, Beda Steiner, Cathy Grossnickel, Jeannine Flueckiger",2018-01-08,2018-12-07,2021-03-04,,https://patents.google.com/patent/US20210062054A1/en,
US-2020339932-A1,Reactors for Modified Solid-State Fermentation ,"Locus Ip Company, Llc","Sean Farmer, Ken Alibek, Tyler Dixon, Nicholas CALLOW, Timur ALIBEK",2018-01-15,2019-01-15,2020-10-29,,https://patents.google.com/patent/US20200339932A1/en,
US-10833114-B2,Image sensors ,"Samsung Electronics Co., Ltd.","Bum Suk Kim, Jong Hoon Park, Chang Rok Moon",2018-01-10,2019-09-30,2020-11-10,2020-11-10,https://patents.google.com/patent/US10833114B2/en,https://patentimages.storage.googleapis.com/25/8e/38/ee02618f570930/US10833114-20201110-D00000.png
US-2020325599-A1,Biodegradation-enhanced synthetic fiber and methods of making the same ,"Primaloft, Inc.","Vanessa Mason, Jon-Alan Minehardt",2018-01-02,2019-01-02,2020-10-15,,https://patents.google.com/patent/US20200325599A1/en,https://patentimages.storage.googleapis.com/5d/a3/cc/27ef0b36cd222c/US20200325599A1-20201015-D00000.png
US-2019259546-A1,Methods for preparing carbon materials ,"Energ2 Technologies, Inc., Basf Se","Benjamin Kron, Aaron Feaver, William O'Neill, Robert Herrick, Heather Widgren, Thomas Arandt",2018-01-24,2019-01-24,2019-08-22,,https://patents.google.com/patent/US20190259546A1/en,https://patentimages.storage.googleapis.com/91/bc/9c/08dc739e5f9bba/US20190259546A1-20190822-D00001.png
US-2019245155-A1,"Methods, products, and systems relating to making, providing, and using nanocrystalline cellulose superlattice solar cells to produce electricity ",Stephan HEATH,Stephan HEATH,2018-01-24,2019-01-24,2019-08-08,,https://patents.google.com/patent/US20190245155A1/en,https://patentimages.storage.googleapis.com/c8/01/77/5ea2b67a2ee5cb/US20190245155A1-20190808-D00000.png
US-2019248103-A1,Lapped nonwoven with attachable backing and applications thereof ,Piana Nonwovens,"Andrea Piana, Mehran Jafari, Eric McCann, Sam Lim, Andy Hollis, Helias Andriessen",2018-01-16,2019-01-15,2019-08-15,,https://patents.google.com/patent/US20190248103A1/en,https://patentimages.storage.googleapis.com/33/f0/f0/8dfc69853d8505/US20190248103A1-20190815-D00000.png
US-2021045385-A1,Pyridazinone-substituted ketoximes as herbicides ,Fmc Corporation,"John Robbins DeBergh, Eric Allen Marshall, Rachel Tran DAO",2018-01-21,2019-01-17,2021-02-18,,https://patents.google.com/patent/US20210045385A1/en,
US-10578797-B2,Hollow core optical fiber with light guiding within a hollow region based on transverse anderson localization of light ,Stc.Unm,"Behnam ABAIE, Arash Mafi",2018-01-24,2019-01-23,2020-03-03,2020-03-03,https://patents.google.com/patent/US10578797B2/en,https://patentimages.storage.googleapis.com/ea/96/79/8241fb2d171049/US10578797-20200303-D00000.png
US-2021097971-A1,"Acoustic lens and production method thereof, and acoustic wave probe ","Nisshinbo Holdings Inc., Ueda Japan Radio Co., Ltd.","Hideshi Tomita, Takashi Suzuki, Shigeo Kobayashi",2018-01-17,2018-12-11,2021-04-01,,https://patents.google.com/patent/US20210097971A1/en,https://patentimages.storage.googleapis.com/34/5b/60/928d4c4fe16b7a/US20210097971A1-20210401-D00000.png
US-10861891-B2,Image sensor and method for fabricating the same ,"Samsung Electronics Co., Ltd.","Bum Suk Kim, Yun Ki Lee, Jung-Saeng Kim, Jong Hoon Park, Jun Sung PARK, Chang Rok Moon",2018-01-23,2020-01-23,2020-12-08,2020-12-08,https://patents.google.com/patent/US10861891B2/en,https://patentimages.storage.googleapis.com/3c/a4/7c/6c719f0079e306/US10861891-20201208-D00000.png
US-2019226639-A1,Storage vessel for extremely low temperature material with cryogenic jacket ,University Of Seoul Industry Cooperation Foundation,"Gwanghoon RHEE, Gunwoo Kim, Seongsik MOON, Seongjae YOU, Seoyoung Kim, Sangtae Han, Jinhyuk JANG",2018-01-22,2019-01-18,2019-07-25,,https://patents.google.com/patent/US20190226639A1/en,https://patentimages.storage.googleapis.com/70/e8/49/3c1fcf34424067/US20190226639A1-20190725-D00000.png
US-2020388781-A1,"Luminescent film, organic electroluminescent device, and method for manufacturing organic electroluminescent device ","Konica Minolta, Inc.","Kenichi Tabata, Satoru Inoue, Yasuo Miyata",2018-01-17,2018-12-13,2020-12-10,,https://patents.google.com/patent/US20200388781A1/en,https://patentimages.storage.googleapis.com/02/a1/22/b3b7666b0cf87f/US20200388781A1-20201210-D00000.png
