search URL:,https://patents.google.com/?q=Polyimide+Foam&country=US&before=priority:20190430&after=priority:20190401&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020341188-A1,Flexible printed wiring structure for led light engine ,Lumileds Holding B.V.,"Frederic Stephane Diana, Seng-Hup Teoh, Michael Wasilko",2019-04-23,2019-12-27,2020-10-29,,https://patents.google.com/patent/US20200341188A1/en,https://patentimages.storage.googleapis.com/80/ed/e4/f21c868c369269/US20200341188A1-20201029-D00000.png
US-2020314547-A1,Display device and driving method thereof ,"Samsung Display Co., Ltd.","Ga Na KIM, Yi Joon Ahn, Jung Hun NOH, Eun Kyung Yeon",2019-04-01,2019-12-11,2020-10-01,,https://patents.google.com/patent/US20200314547A1/en,https://patentimages.storage.googleapis.com/71/4e/95/5283ec41272428/US20200314547A1-20201001-D00000.png
US-2020328452-A1,"Solid electrolyte sheet, all-solid-state battery, separator, and lithium ion battery ","Honda Motor Co., Ltd.","Wataru Shimizu, Masahiro Ohta",2019-04-10,2020-03-31,2020-10-15,,https://patents.google.com/patent/US20200328452A1/en,https://patentimages.storage.googleapis.com/0f/2f/b6/d62433889bdd97/US20200328452A1-20201015-D00000.png
US-2020330009-A1,Preconnected analyte sensors ,"Dexcom, Inc.","John Charles Barry, Patrick John Castagna, Scott Alexander Fall, David A. Keller, Mark Douglas Kempkey, Kyle Thomas Stewart, Nicole Marie Weikert, Craig Thomas Gadd",2019-04-22,2020-04-21,2020-10-22,,https://patents.google.com/patent/US20200330009A1/en,https://patentimages.storage.googleapis.com/45/0f/f9/01981ffe8aa038/US20200330009A1-20201022-D00000.png
US-2020329572-A1,Electronic Devices Having Sliding Expandable Displays ,Apple Inc.,"Michael B. Wittenberg, Owen D. Hale, Tatsuya Sano",2019-04-10,2020-01-16,2020-10-15,,https://patents.google.com/patent/US20200329572A1/en,https://patentimages.storage.googleapis.com/12/9b/9a/d786f437094ab6/US20200329572A1-20201015-D00000.png
US-2020328400-A1,Post-treatment method of lithium secondary battery ,"Sk Innovation Co., Ltd.",Hyun Wook Kim,2019-04-10,2020-04-03,2020-10-15,,https://patents.google.com/patent/US20200328400A1/en,
US-2020326649-A1,"Fixing member, fixing unit, and image forming apparatus ","Fuji Xerox Co., Ltd.","Tomotake Inagaki, Hideaki Ohara, Tomoko Suzuki, Yusuke Watanabe",2019-04-11,2019-12-23,2020-10-15,,https://patents.google.com/patent/US20200326649A1/en,https://patentimages.storage.googleapis.com/cb/39/7c/a7e3337ad42791/US20200326649A1-20201015-D00000.png
US-2020317918-A1,Controlling cure rate using polythioether synergists ,"Prc-Desoto International, Inc.","Amy Liane Toolis, Lorraine Hsu, Justin Martin",2019-04-05,2019-04-05,2020-10-08,,https://patents.google.com/patent/US20200317918A1/en,https://patentimages.storage.googleapis.com/5e/c6/5f/b012c620d8d415/US20200317918A1-20201008-D00001.png
US-2020319842-A1,Display apparatus ,"Lg Display Co., Ltd.","Sungtae LEE, KwanHo PARK, YeongRak CHOI, Kwangho Kim",2019-04-03,2020-04-02,2020-10-08,,https://patents.google.com/patent/US20200319842A1/en,https://patentimages.storage.googleapis.com/6a/0b/41/9e442d77ec1262/US20200319842A1-20201008-D00000.png
US-2021251095-A1,"Waterproof membrane, waterproof member including same, and electronic device ",Nitto Denko Corporation,"Tamao FUKUSHIMA, Takeo Inoue, Yu KAMAMOTO, Hisae KITAGAWA",2019-04-26,2020-04-24,2021-08-12,,https://patents.google.com/patent/US20210251095A1/en,https://patentimages.storage.googleapis.com/78/78/fc/465e1438e04b4e/US20210251095A1-20210812-D00000.png
